subject	segment	cloze	lab	item	n400	FullText	TargetWords
STIR34	4	93	STIR	16	6.99	James is an avid reader, so for his birthday his sister decided to give him a book	book
STIR34	5	3	STIR	2	6.84	For the snowman's eyes the children used two pieces of coal, and for its nose they used an apple	apple
STIR34	6	3	STIR	10	-4.99	The tweeting in the treetops sounded like an echo	echo
STIR34	7	100	STIR	19	13.8	When her husband started staying late at the office every night, Joanne began to suspect that he was having an affair	affair
STIR34	8	80	STIR	7	7.78	Although the idea of flight was as old as the hills, the Wright Brothers were the first people to build an aeroplane	aeroplane
STIR34	9	100	STIR	12	5.02	Marge hated baiting the hook, but she knew that it was the only way to catch a fish	fish
STIR34	10	93	STIR	4	19.34	Katie did not like to say words with the letter s because she spoke with a lisp	lisp
STIR34	11	0	STIR	17	1.63	When the representative retired in the middle of his term, the state was forced to hold a parade	parade
STIR34	12	90	STIR	20	18.02	Whenever Josh had too much to drink, he became belligerent and would try to start a fight	fight
STIR34	13	0	STIR	5	5.04	Dale was very sorry for what he had said to Bernadette and he knew that he owed her a cheque	cheque
STIR34	14	0	STIR	18	0.26	Without the floats and the marching bands it wasn't much of an election	election
STIR34	15	97	STIR	8	3.57	The day was breezy so the boy went outside to fly a kite	kite
STIR34	16	100	STIR	3	1.12	It was difficult to understand the foreign professor because he had an accent	accent
STIR34	17	0	STIR	1	19.06	The old wives' tale says that if you want to keep the doctor away then you should eat a carrot	carrot
STIR34	18	0	STIR	14	9.19	Betsy had no desire to enter the working world, so decided to stay at the university and remain an artist	artist
STIR34	19	90	STIR	15	-1.51	Her grandfather always stressed how important it was for Sophia to go to school, because he had never had the opportunity to receive an education	education
STIR34	20	0	STIR	13	10.02	On a street corner in Paris Kim had her portrait painted by a student	student
STIR34	21	77	STIR	36	5.77	As he walked past the corner drugstore on his way to work Carl skimmed the headlines and decided to go ahead and buy a newspaper	newspaper
STIR34	22	0	STIR	25	-9.7	Charlie's wife told him that she was tired of pressing his shirts and that he would have to learn how to use a hanger	hanger
STIR34	23	93	STIR	23	15.2	When she was filling out the paperwork, Merrill had to write down the name of someone who could be contacted in case of an emergency	emergency
STIR34	24	0	STIR	33	0.31	The highlight of Jack's trip to India was when he got to ride a bicycle	bicycle
STIR34	25	17	STIR	22	3.72	Andrew complained that the only place he could afford was Poundland, after his grandmother gave him an allowance	allowance
STIR34	26	80	STIR	32	-0.93	When I called his house Nolan was not home but his mother said she could relay a message	message
STIR34	27	97	STIR	35	2.67	Because it frequently rains in London it's a good idea to always carry an umbrella	umbrella
STIR34	28	0	STIR	37	8.8	Frank wanted to design a very modern house so he sought advice from a plumber	plumber
STIR34	29	27	STIR	28	10.21	When we saw the finish line and the pylons sectioning off part of the road we knew that there must have been a race	race
STIR34	30	97	STIR	39	18.21	Because Bart did not clean his wound properly he ended up getting an infection	infection
STIR34	31	93	STIR	40	0.01	The Hell's Angel rolled up the sleeve of his leather jacket to show the girls where he had gotten a tattoo	tattoo
STIR34	32	30	STIR	34	-2.77	You never forget how to ride an elephant	elephant
STIR34	33	93	STIR	24	2.3	Harris saw smoke billowing out of his neighbours' home and immediately got on the phone to report a fire	fire
STIR34	34	0	STIR	30	-8.41	Instead of recording a live album the band decided they would have more control if they recorded in an apartment	apartment
STIR34	35	97	STIR	27	3.89	No matter how safely you drive your car chances are someday you'll be involved in an accident	accident
STIR34	36	3	STIR	21	-6.06	Instead of giving her money whenever she asked for it, Rachel's father thought that it would be a real lesson in economics for her if every week she received a pound	pound
STIR34	37	90	STIR	29	8.08	Margot had finally decided to buy a house in the suburbs after a year of renting a flat	flat
STIR34	37	90	STIR	29	8.08	Margot had finally decided to buy a house in the suburbs after a year of renting an apartment	apartment
STIR34	38	77	STIR	31	3.27	Sue had wanted to go to Tim's birthday party but she was still waiting for an invitation	invitation
STIR34	39	0	STIR	26	-10.66	I wanted to put my coat in the closet but I could not find an iron	iron
STIR34	40	0	STIR	38	7.36	When the pipe broke in the bathroom Felicia looked through the phonebook to find an architect	architect
STIR34	41	20	STIR	46	-0.22	There are always ways to improve your game whether you're an advanced tennis player or merely an amateur	amateur
STIR34	42	90	STIR	60	13.28	Hannah wanted to live in a small town but her husband preferred to live closer to a city	city
STIR34	43	87	STIR	48	4.18	Before little Gloria went to sleep she wanted to hear a story	story
STIR34	44	0	STIR	58	16.88	The doctors told Monica not to use her legs too much so soon after her surgery so she often used an escalator	escalator
STIR34	45	93	STIR	55	10.6	Dana enjoyed singing in private but was scared to death at the thought of performing in front of an audience	audience
STIR34	46	93	STIR	43	6.28	Jeffrey mailed the letter without a stamp	stamp
STIR34	47	17	STIR	45	10.45	The professional photographer was disqualified from the photo contest because the rules explicitly state that you must be a beginner	beginner
STIR34	48	90	STIR	51	0.39	After Joanne's first book was published she finally felt she could call herself an author	author
STIR34	49	100	STIR	47	-0.86	Amelia did not want to go to the bar with her friends after seeing the movie so she made up an excuse	excuse
STIR34	50	7	STIR	53	5.96	Lance had moved to Hollywood in hopes of becoming a director	director
STIR34	51	93	STIR	56	0.87	Carrie's father had always joked that two is company but three is a crowd	crowd
STIR34	52	90	STIR	44	14.4	When Wendy went to pay for the birthday card the clerk pointed out that she had forgotten to pick up an envelope	envelope
STIR34	53	0	STIR	57	-6.58	Damon preferred climbing stairs over going up a wheelchair	wheelchair
STIR34	54	50	STIR	49	-0.37	At first Victoria did not know why her brother was crying over the sink but then she noticed that he had just sliced a finger	finger
STIR34	55	7	STIR	41	2.12	In order to get into an R-rated movie children under 17 must be accompanied by a parent	parent
STIR34	56	3	STIR	50	5.28	Marie wanted to sample a tiny bit of the sauce so she daintily dipped an onion	onion
STIR34	57	13	STIR	42	-3.28	Older children often have a harder time than younger children dealing with the loss of an adult	adult
STIR34	58	73	STIR	59	6.61	The pilot had to make an emergency landing in the middle of the desert because he was nowhere near an airport	airport
STIR34	59	30	STIR	54	-5.87	From a young age Steven had an interest in filmmaking and had always dreamed of being an actor	actor
STIR34	60	87	STIR	52	-4.53	Alicia's first client was a failure but her second was a success	success
STIR34	61	60	STIR	75	1.05	The chemistry teacher explained to the class that water and salt were both compounds but that nitrogen was just an element	element
STIR34	62	83	STIR	63	-0.61	The group had been brainstorming all day but they still didn't have an idea	idea
STIR34	64	0	STIR	61	7.48	Although the basketball team's defence was very strong they did not have so much of a coach	coach
STIR34	65	50	STIR	64	0.04	The guys didn't know what to call their band so Trent told everyone to come up with a name	name
STIR34	66	7	STIR	73	-10.99	Carly wasn't sure if the Venus flytrap was classified as a plant or as a flower	flower
STIR34	67	0	STIR	74	-7.13	While Natasha was strolling through the colourful gardens she reached down and picked an animal	animal
STIR34	68	90	STIR	72	1.5	Marcy did not deal well with praise and had never really learned how to take a compliment	compliment
STIR34	69	3	STIR	70	7.47	As the men stumbled across the desert they thought they saw an oasis on the horizon but it turned out to be an ocean	ocean
STIR34	70	97	STIR	80	5.57	With his khaki shorts and his loud Hawaiian shirt and the camera around his neck you could definitely tell that the man was a tourist	tourist
STIR34	71	27	STIR	68	3.4	Every time they went for walks Sylvia's dog Rex would break into a run as soon as he spotted a cat	cat
STIR34	73	90	STIR	76	-6.12	Orlando thought that glass was a solid but when he held it under the Bunsen burner it melted and turned into a liquid	liquid
STIR34	74	7	STIR	66	7.85	Sandra decided that she would work for a cruise line for a year before starting university although she had never been on an island	island
STIR34	75	0	STIR	62	9.74	Ever since Mr.Barnes had moved away Bobby's football team had been left without an offense	offense
STIR34	76	7	STIR	65	-6.82	Being from the mainland Karen never got used to the feeling of living on a ship	ship
STIR34	77	0	STIR	69	-9.38	The first time Timmy saw the Pacific he thought it was a lake but his brother laughed and explained to him that it was a mirage	mirage
STIR34	78	97	STIR	79	-13.18	Bob claims to be from outer space but nobody believes that he is actually an alien	alien
STIR34	79	90	STIR	71	4.62	The waitress at the next table was trying to scribble everything down but it was obvious that she did not know how to take an order	order
STIR34	80	87	STIR	67	-5.29	As Elizabeth climbed the ladder in the barn she heard a hooting sound coming from the rafters and looked up to see an owl	owl
STIR35	1	100	STIR	2	7.43	For the snowman's eyes the children used two pieces of coal, and for its nose they used a carrot	carrot
STIR35	2	80	STIR	10	3.72	The tweeting in the treetops sounded like a bird	bird
STIR35	3	97	STIR	1	-10.98	The old wives' tale says that if you want to keep the doctor away then you should eat an apple	apple
STIR35	4	0	STIR	7	-7.49	Although the idea of flight was as old as the hills, the Wright Brothers were the first people to build a kite	kite
STIR35	5	13	STIR	12	0.86	Marge hated baiting the hook, but she knew that it was the only way to catch an octopus	octopus
STIR35	6	97	STIR	13	-9.61	On a street corner in Paris Kim had her portrait painted by an artist	artist
STIR35	7	0	STIR	19	2.16	When her husband started staying late at the office every night, Joanne began to suspect that he was having a fight	fight
STIR35	8	90	STIR	14	17.83	Betsy had no desire to enter the working world, so decided to stay at the university and remain a student	student
STIR35	9	93	STIR	5	12.79	Dale was very sorry for what he had said to Bernadette and he knew that he owed her an apology	apology
STIR35	10	100	STIR	6	1.06	The bakery did not accept credit cards so Peter would have to write a cheque	cheque
STIR35	11	34	STIR	8	-14.43	The day was breezy so the boy went outside to fly an aeroplane	aeroplane
STIR35	12	0	STIR	20	0.91	Whenever Josh had too much to drink, he became belligerent and would try to start an affair	affair
STIR35	13	0	STIR	16	-3.01	James is an avid reader, so for his birthday his sister decided to give him an education	education
STIR35	14	93	STIR	9	-1.82	Surrounded by mountains, Lola shouted across the valley and heard an echo	echo
STIR35	15	7	STIR	3	-6.07	It was difficult to understand the foreign professor because he had a lisp	lisp
STIR35	16	62	STIR	17	-7.85	When the representative retired in the middle of his term, the state was forced to hold an election	election
STIR35	17	0	STIR	15	-1.96	Her grandfather always stressed how important it was for Sophia to go to school, because he had never had the opportunity to receive a book	book
STIR35	18	20	STIR	4	5.33	Katie did not like to say words with the letter s because she spoke with an accent	accent
STIR35	19	87	STIR	18	-3.12	Without the floats and the marching bands it wasn't much of a parade	parade
STIR35	20	7	STIR	11	2.98	When the scuba diver saw the tentacle, he quickly realized that the creature under the rock was a fish	fish
STIR35	21	0	STIR	31	-1.62	Sue had wanted to go to Tim's birthday party but she was still waiting for a message	message
STIR35	22	40	STIR	24	-3.63	Harris saw smoke billowing out of his neighbours' home and immediately got on the phone to report an emergency	emergency
STIR35	23	3	STIR	32	-8.04	When I called his house Nolan was not home but his mother said she could relay an invitation	invitation
STIR35	24	7	STIR	36	6.71	As he walked past the corner drugstore on his way to work Carl skimmed the headlines and decided to go ahead and buy an umbrella	umbrella
STIR35	25	53	STIR	22	1.97	Andrew complained that the only place he could afford was Poundland, after his grandmother gave him a pound	pound
STIR35	26	87	STIR	26	-0.66	I wanted to put my coat in the closet but I could not find a hanger	hanger
STIR35	27	97	STIR	25	1.46	Charlie's wife told him that she was tired of pressing his shirts and that he would have to learn how to use an iron	iron
STIR35	28	77	STIR	21	4.37	Instead of giving her money whenever she asked for it, Rachel's father thought that it would be a real lesson in economics for her if every week she received an allowance	allowance
STIR35	29	90	STIR	29	7.25	Margot had finally decided to buy a house in the suburbs after a year of renting a flat	flat
STIR35	29	90	STIR	29	7.25	Margot had finally decided to buy a house in the suburbs after a year of renting an apartment	apartment
STIR35	30	0	STIR	40	13.59	The Hell's Angel rolled up the sleeve of his leather jacket to show the girls where he had gotten an infection	infection
STIR35	31	0	STIR	35	2.43	Because it frequently rains in London it's a good idea to always carry a newspaper	newspaper
STIR35	32	80	STIR	37	21.97	Frank wanted to design a very modern house so he sought advice from an architect	architect
STIR35	33	0	STIR	27	1.45	No matter how safely you drive your car chances are someday you'll be involved in a race	race
STIR35	34	67	STIR	28	10.85	When we saw the finish line and the pylons sectioning off part of the road we knew that there must have been an accident	accident
STIR35	35	97	STIR	34	-0.5	You never forget how to ride a bicycle	bicycle
STIR35	36	0	STIR	39	2.32	Because Bart did not clean his wound properly he ended up getting a tattoo	tattoo
STIR35	37	90	STIR	30	3.97	Instead of recording a live album the band decided they would have more control if they recorded in a studio	studio
STIR35	38	3	STIR	23	-11.62	When she was filling out the paperwork, Merrill had to write down the name of someone who could be contacted in case of a fire	fire
STIR35	39	53	STIR	33	2.22	The highlight of Jack's trip to India was when he got to ride an elephant	elephant
STIR35	40	93	STIR	38	5.4	When the pipe broke in the bathroom Felicia looked through the phonebook to find a plumber	plumber
STIR35	41	3	STIR	51	7.55	After Joanne's first book was published she finally felt she could call herself a success	success
STIR35	42	60	STIR	55	-3.01	Dana enjoyed singing in private but was scared to death at the thought of performing in front of a crowd	crowd
STIR35	43	73	STIR	58	1.05	The doctors told Monica not to use her legs too much so soon after her surgery so she often used a wheelchair	wheelchair
STIR35	44	27	STIR	60	-7.26	Hannah wanted to live in a small town but her husband preferred to live closer to an airport	airport
STIR35	45	0	STIR	52	3.04	Alicia's first client was a failure but her second was an author	author
STIR35	46	47	STIR	44	2.89	When Wendy went to pay for the birthday card the clerk pointed out that she had forgotten to pick up a stamp	stamp
STIR35	47	7	STIR	59	4.24	The pilot had to make an emergency landing in the middle of the desert because he was nowhere near a city	city
STIR35	48	0	STIR	56	10.78	Carrie's father had always joked that two is company but three is an audience	audience
STIR35	49	93	STIR	53	8.79	Lance had moved to Hollywood in hopes of becoming an actor	actor
STIR35	50	63	STIR	46	8.43	There are always ways to improve your game whether you're an advanced tennis player or merely a beginner	beginner
STIR35	51	67	STIR	45	9.86	The professional photographer was disqualified from the photo contest because the rules explicitly state that you must be an amateur	amateur
STIR35	52	40	STIR	43	0.72	Jeffrey mailed the letter without an envelope	envelope
STIR35	53	37	STIR	50	8.55	Marie wanted to sample a tiny bit of the sauce so she daintily dipped a finger	finger
STIR35	54	13	STIR	47	-1.18	Amelia did not want to go to the bar with her friends after seeing the movie so she made up a story	story
STIR35	55	100	STIR	41	6.65	In order to get into an R-rated movie children under 17 must be accompanied by an adult	adult
STIR35	56	69	STIR	57	16.55	Damon preferred climbing stairs over going up an escalator	escalator
STIR35	57	37	STIR	42	5.91	Older children often have a harder time than younger children dealing with the loss of a parent	parent
STIR35	58	77	STIR	54	-8.81	From a young age Steven had an interest in filmmaking and had always dreamed of being a director	director
STIR35	59	0	STIR	48	-0.97	Before little Gloria went to sleep she wanted to hear an excuse	excuse
STIR35	60	40	STIR	49	-9.24	At first Victoria did not know why her brother was crying over the sink but then she noticed that he had just sliced an onion	onion
STIR35	61	57	STIR	70	4.23	As the men stumbled across the desert they thought they saw an oasis on the horizon but it turned out to be a mirage	mirage
STIR35	62	0	STIR	72	-4.25	Marcy did not deal well with praise and had never really learned how to take an order	order
STIR35	63	100	STIR	77	5.2	Violet was just learning how to make an omelette so her father began by showing her how to crack an egg	egg
STIR35	64	77	STIR	64	-5.78	The guys didn't know what to call their band so Trent told everyone to come up with an idea	idea
STIR35	65	93	STIR	69	14.15	The first time Timmy saw the Pacific he thought it was a lake but his brother laughed and explained to him that it was an ocean	ocean
STIR35	66	80	STIR	73	3.42	Carly wasn't sure if the Venus flytrap was classified as a plant or as an animal	animal
STIR35	67	97	STIR	78	1.08	Because they were playing baseball so close to the house the children ended up shattering a window	window
STIR35	68	0	STIR	76	6.38	Orlando thought that glass was a solid but when he held it under the Bunsen burner it melted and turned into an element	element
STIR35	69	93	STIR	74	-6.38	While Natasha was strolling through the colourful gardens she reached down and picked a flower	flower
STIR35	70	10	STIR	68	2.6	Every time they went for walks Sylvia's dog Rex would break into a run as soon as he spotted an owl	owl
STIR35	71	34	STIR	61	1.23	Although the basketball team's defence was very strong they did not have so much of an offense	offense
STIR35	72	0	STIR	67	-4.9	As Elizabeth climbed the ladder in the barn she heard a hooting sound coming from the rafters and looked up to see a cat	cat
STIR35	73	93	STIR	65	0.43	Being from the mainland Karen never got used to the feeling of living on an island	island
STIR35	74	0	STIR	79	6.18	Bob claims to be from outer space but nobody believes that he is actually a tourist	tourist
STIR35	75	0	STIR	80	-4.2	With his khaki shorts and his loud Hawaiian shirt and the camera around his neck you could definitely tell that the man was an alien	alien
STIR35	76	23	STIR	66	2.72	Sandra decided that she would work for a cruise line for a year before starting university although she had never been on a ship	ship
STIR35	77	0	STIR	71	15.99	The waitress at the next table was trying to scribble everything down but it was obvious that she did not know how to take a compliment	compliment
STIR35	78	70	STIR	62	0.31	Ever since Mr.Barnes had moved away Bobby's football team had been left without a coach	coach
STIR35	79	0	STIR	63	4.11	The group had been brainstorming all day but they still didn't have a name	name
STIR35	80	0	STIR	75	3.5	The chemistry teacher explained to the class that water and salt were both compounds but that nitrogen was just a liquid	liquid
STIR37	1	3	STIR	9	2.43	Surrounded by mountains, Lola shouted across the valley and heard a bird	bird
STIR37	2	93	STIR	4	-3.34	Katie did not like to say words with the letter s because she spoke with a lisp	lisp
STIR37	3	3	STIR	10	4.07	The tweeting in the treetops sounded like an echo	echo
STIR37	4	0	STIR	14	10.08	Betsy had no desire to enter the working world, so decided to stay at the university and remain an artist	artist
STIR37	5	0	STIR	13	0.26	On a street corner in Paris Kim had her portrait painted by a student	student
STIR37	6	100	STIR	12	7.17	Marge hated baiting the hook, but she knew that it was the only way to catch a fish	fish
STIR37	7	0	STIR	5	-1.37	Dale was very sorry for what he had said to Bernadette and he knew that he owed her a cheque	cheque
STIR37	8	3	STIR	2	-0.05	For the snowman's eyes the children used two pieces of coal, and for its nose they used an apple	apple
STIR37	9	0	STIR	1	4.19	The old wives' tale says that if you want to keep the doctor away then you should eat a carrot	carrot
STIR37	10	90	STIR	15	-0.41	Her grandfather always stressed how important it was for Sophia to go to school, because he had never had the opportunity to receive an education	education
STIR37	11	97	STIR	8	6.75	The day was breezy so the boy went outside to fly a kite	kite
STIR37	12	100	STIR	3	11.98	It was difficult to understand the foreign professor because he had an accent	accent
STIR37	13	0	STIR	18	-6.6	Without the floats and the marching bands it wasn't much of an election	election
STIR37	14	100	STIR	19	4.52	When her husband started staying late at the office every night, Joanne began to suspect that he was having an affair	affair
STIR37	15	87	STIR	11	2.42	When the scuba diver saw the tentacle, he quickly realized that the creature under the rock was an octopus	octopus
STIR37	16	80	STIR	7	6.15	Although the idea of flight was as old as the hills, the Wright Brothers were the first people to build an aeroplane	aeroplane
STIR37	17	93	STIR	16	-5.88	James is an avid reader, so for his birthday his sister decided to give him a book	book
STIR37	18	90	STIR	20	-6.19	Whenever Josh had too much to drink, he became belligerent and would try to start a fight	fight
STIR37	19	0	STIR	6	9.94	The bakery did not accept credit cards so Peter would have to write an apology	apology
STIR37	20	0	STIR	17	-4.79	When the representative retired in the middle of his term, the state was forced to hold a parade	parade
STIR37	21	97	STIR	39	5.41	Because Bart did not clean his wound properly he ended up getting an infection	infection
STIR37	22	0	STIR	33	4.1	The highlight of Jack's trip to India was when he got to ride a bicycle	bicycle
STIR37	23	0	STIR	30	0.09	Instead of recording a live album the band decided they would have more control if they recorded in an apartment	apartment
STIR37	24	17	STIR	22	10.49	Andrew complained that the only place he could afford was Poundland, after his grandmother gave him an allowance	allowance
STIR37	25	93	STIR	40	4.38	The Hell's Angel rolled up the sleeve of his leather jacket to show the girls where he had gotten a tattoo	tattoo
STIR37	26	3	STIR	21	12.94	Instead of giving her money whenever she asked for it, Rachel's father thought that it would be a real lesson in economics for her if every week she received a pound	pound
STIR37	27	27	STIR	28	3.77	When we saw the finish line and the pylons sectioning off part of the road we knew that there must have been a race	race
STIR37	28	0	STIR	25	-3.51	Charlie's wife told him that she was tired of pressing his shirts and that he would have to learn how to use a hanger	hanger
STIR37	29	90	STIR	29	2.97	Margot had finally decided to buy a house in the suburbs after a year of renting a flat	flat
STIR37	29	90	STIR	29	2.97	Margot had finally decided to buy a house in the suburbs after a year of renting an apartment	apartment
STIR37	30	77	STIR	31	3.41	Sue had wanted to go to Tim's birthday party but she was still waiting for an invitation	invitation
STIR37	31	80	STIR	32	3.19	When I called his house Nolan was not home but his mother said she could relay a message	message
STIR37	32	93	STIR	23	5.61	When she was filling out the paperwork, Merrill had to write down the name of someone who could be contacted in case of an emergency	emergency
STIR37	33	97	STIR	27	8.81	No matter how safely you drive your car chances are someday you'll be involved in an accident	accident
STIR37	34	0	STIR	26	2.95	I wanted to put my coat in the closet but I could not find an iron	iron
STIR37	35	0	STIR	37	8.85	Frank wanted to design a very modern house so he sought advice from a plumber	plumber
STIR37	36	30	STIR	34	2.45	You never forget how to ride an elephant	elephant
STIR37	37	93	STIR	24	2.69	Harris saw smoke billowing out of his neighbours' home and immediately got on the phone to report a fire	fire
STIR37	38	0	STIR	38	0.88	When the pipe broke in the bathroom Felicia looked through the phonebook to find an architect	architect
STIR37	39	77	STIR	36	4.26	As he walked past the corner drugstore on his way to work Carl skimmed the headlines and decided to go ahead and buy a newspaper	newspaper
STIR37	40	97	STIR	35	2.61	Because it frequently rains in London it's a good idea to always carry an umbrella	umbrella
STIR37	41	50	STIR	49	-3.12	At first Victoria did not know why her brother was crying over the sink but then she noticed that he had just sliced a finger	finger
STIR37	42	0	STIR	58	6.91	The doctors told Monica not to use her legs too much so soon after her surgery so she often used an escalator	escalator
STIR37	43	93	STIR	43	2.83	Jeffrey mailed the letter without a stamp	stamp
STIR37	44	90	STIR	44	8.81	When Wendy went to pay for the birthday card the clerk pointed out that she had forgotten to pick up an envelope	envelope
STIR37	45	17	STIR	45	10.95	The professional photographer was disqualified from the photo contest because the rules explicitly state that you must be a beginner	beginner
STIR37	46	30	STIR	54	-4.39	From a young age Steven had an interest in filmmaking and had always dreamed of being an actor	actor
STIR37	47	3	STIR	50	10.54	Marie wanted to sample a tiny bit of the sauce so she daintily dipped an onion	onion
STIR37	48	87	STIR	48	7.39	Before little Gloria went to sleep she wanted to hear a story	story
STIR37	49	90	STIR	51	5.34	After Joanne's first book was published she finally felt she could call herself an author	author
STIR37	50	7	STIR	41	1.44	In order to get into an R-rated movie children under 17 must be accompanied by a parent	parent
STIR37	51	100	STIR	47	14.63	Amelia did not want to go to the bar with her friends after seeing the movie so she made up an excuse	excuse
STIR37	52	73	STIR	59	-7.27	The pilot had to make an emergency landing in the middle of the desert because he was nowhere near an airport	airport
STIR37	53	7	STIR	53	-2.31	Lance had moved to Hollywood in hopes of becoming a director	director
STIR37	54	13	STIR	42	5.88	Older children often have a harder time than younger children dealing with the loss of an adult	adult
STIR37	55	93	STIR	56	-0.28	Carrie's father had always joked that two is company but three is a crowd	crowd
STIR37	56	93	STIR	55	-0.79	Dana enjoyed singing in private but was scared to death at the thought of performing in front of an audience	audience
STIR37	57	87	STIR	52	2.53	Alicia's first client was a failure but her second was a success	success
STIR37	58	20	STIR	46	7.38	There are always ways to improve your game whether you're an advanced tennis player or merely an amateur	amateur
STIR37	59	90	STIR	60	-2.4	Hannah wanted to live in a small town but her husband preferred to live closer to a city	city
STIR37	60	0	STIR	57	7.8	Damon preferred climbing stairs over going up a wheelchair	wheelchair
STIR37	61	0	STIR	74	-1.09	While Natasha was strolling through the colourful gardens she reached down and picked an animal	animal
STIR37	62	90	STIR	76	8.65	Orlando thought that glass was a solid but when he held it under the Bunsen burner it melted and turned into a liquid	liquid
STIR37	63	7	STIR	65	7.37	Being from the mainland Karen never got used to the feeling of living on a ship	ship
STIR37	64	83	STIR	63	-7.46	The group had been brainstorming all day but they still didn't have an idea	idea
STIR37	65	50	STIR	64	6.65	The guys didn't know what to call their band so Trent told everyone to come up with a name	name
STIR37	66	7	STIR	66	-1.78	Sandra decided that she would work for a cruise line for a year before starting university although she had never been on an island	island
STIR37	67	0	STIR	61	-1.33	Although the basketball team's defence was very strong they did not have so much of a coach	coach
STIR37	68	90	STIR	72	-1.21	Marcy did not deal well with praise and had never really learned how to take a compliment	compliment
STIR37	69	0	STIR	69	-0.94	The first time Timmy saw the Pacific he thought it was a lake but his brother laughed and explained to him that it was a mirage	mirage
STIR37	70	7	STIR	73	-6.18	Carly wasn't sure if the Venus flytrap was classified as a plant or as a flower	flower
STIR37	71	87	STIR	67	0.26	As Elizabeth climbed the ladder in the barn she heard a hooting sound coming from the rafters and looked up to see an owl	owl
STIR37	72	90	STIR	71	5.84	The waitress at the next table was trying to scribble everything down but it was obvious that she did not know how to take an order	order
STIR37	73	3	STIR	70	-5.5	As the men stumbled across the desert they thought they saw an oasis on the horizon but it turned out to be an ocean	ocean
STIR37	74	97	STIR	80	0.86	With his khaki shorts and his loud Hawaiian shirt and the camera around his neck you could definitely tell that the man was a tourist	tourist
STIR37	75	27	STIR	68	-3.92	Every time they went for walks Sylvia's dog Rex would break into a run as soon as he spotted a cat	cat
STIR37	78	60	STIR	75	1.87	The chemistry teacher explained to the class that water and salt were both compounds but that nitrogen was just an element	element
STIR37	79	97	STIR	79	9.2	Bob claims to be from outer space but nobody believes that he is actually an alien	alien
STIR37	80	0	STIR	62	5	Ever since Mr.Barnes had moved away Bobby's football team had been left without an offense	offense
STIR38	1	93	STIR	16	16.5	James is an avid reader, so for his birthday his sister decided to give him a book	book
STIR38	2	3	STIR	9	3.88	Surrounded by mountains, Lola shouted across the valley and heard a bird	bird
STIR38	3	87	STIR	11	14.73	When the scuba diver saw the tentacle, he quickly realized that the creature under the rock was an octopus	octopus
STIR38	4	97	STIR	8	-0.22	The day was breezy so the boy went outside to fly a kite	kite
STIR38	5	0	STIR	5	-1.13	Dale was very sorry for what he had said to Bernadette and he knew that he owed her a cheque	cheque
STIR38	6	100	STIR	19	11.72	When her husband started staying late at the office every night, Joanne began to suspect that he was having an affair	affair
STIR38	7	0	STIR	14	6.59	Betsy had no desire to enter the working world, so decided to stay at the university and remain an artist	artist
STIR38	8	3	STIR	2	10.82	For the snowman's eyes the children used two pieces of coal, and for its nose they used an apple	apple
STIR38	9	100	STIR	12	4.41	Marge hated baiting the hook, but she knew that it was the only way to catch a fish	fish
STIR38	10	0	STIR	1	-1.44	The old wives' tale says that if you want to keep the doctor away then you should eat a carrot	carrot
STIR38	11	100	STIR	3	9.91	It was difficult to understand the foreign professor because he had an accent	accent
STIR38	12	80	STIR	7	2.17	Although the idea of flight was as old as the hills, the Wright Brothers were the first people to build an aeroplane	aeroplane
STIR38	13	0	STIR	13	0.85	On a street corner in Paris Kim had her portrait painted by a student	student
STIR38	14	90	STIR	20	10.46	Whenever Josh had too much to drink, he became belligerent and would try to start a fight	fight
STIR38	15	93	STIR	4	16.6	Katie did not like to say words with the letter s because she spoke with a lisp	lisp
STIR38	16	0	STIR	6	-0.06	The bakery did not accept credit cards so Peter would have to write an apology	apology
STIR38	17	0	STIR	17	9.26	When the representative retired in the middle of his term, the state was forced to hold a parade	parade
STIR38	18	90	STIR	15	9.46	Her grandfather always stressed how important it was for Sophia to go to school, because he had never had the opportunity to receive an education	education
STIR38	19	0	STIR	18	-5.72	Without the floats and the marching bands it wasn't much of an election	election
STIR38	20	3	STIR	10	-3.55	The tweeting in the treetops sounded like an echo	echo
STIR38	21	93	STIR	24	-10.15	Harris saw smoke billowing out of his neighbours' home and immediately got on the phone to report a fire	fire
STIR38	22	27	STIR	28	3.68	When we saw the finish line and the pylons sectioning off part of the road we knew that there must have been a race	race
STIR38	23	0	STIR	33	9.25	The highlight of Jack's trip to India was when he got to ride a bicycle	bicycle
STIR38	24	0	STIR	38	-2.89	When the pipe broke in the bathroom Felicia looked through the phonebook to find an architect	architect
STIR38	25	0	STIR	25	6.15	Charlie's wife told him that she was tired of pressing his shirts and that he would have to learn how to use a hanger	hanger
STIR38	26	90	STIR	29	8.88	Margot had finally decided to buy a house in the suburbs after a year of renting a flat	flat
STIR38	26	90	STIR	29	8.88	Margot had finally decided to buy a house in the suburbs after a year of renting an apartment	apartment
STIR38	27	80	STIR	32	-4.23	When I called his house Nolan was not home but his mother said she could relay a message	message
STIR38	28	77	STIR	36	12.4	As he walked past the corner drugstore on his way to work Carl skimmed the headlines and decided to go ahead and buy a newspaper	newspaper
STIR38	29	77	STIR	31	-2.57	Sue had wanted to go to Tim's birthday party but she was still waiting for an invitation	invitation
