Experiment	Participant	Item	Electrode	Condition	Amplitude	Stim
E2	2-25	60	C4	nprel	-4.39597	Martha taught with the reverend at the retreat. She hoped that the reverend's sermons
E2	2-25	60	P3	nprel	-1.37253	Martha taught with the reverend at the retreat. She hoped that the reverend's sermons
E2	2-25	60	CP3	nprel	-3.04171	Martha taught with the reverend at the retreat. She hoped that the reverend's sermons
E2	2-25	60	C3	nprel	-3.51232	Martha taught with the reverend at the retreat. She hoped that the reverend's sermons
E2	2-25	63	P4	nprel	6.04745	Gary remembered the sexy reporter from the convention. He could not believe that the reporter's interview
E2	2-25	63	CP4	nprel	2.66648	Gary remembered the sexy reporter from the convention. He could not believe that the reporter's interview
E2	2-25	63	C4	nprel	0.851542	Gary remembered the sexy reporter from the convention. He could not believe that the reporter's interview
E2	2-25	63	P3	nprel	9.39451	Gary remembered the sexy reporter from the convention. He could not believe that the reporter's interview
E2	2-25	63	CP3	nprel	7.84772	Gary remembered the sexy reporter from the convention. He could not believe that the reporter's interview
E2	2-25	63	C3	nprel	7.38708	Gary remembered the sexy reporter from the convention. He could not believe that the reporter's interview
E2	2-25	64	P4	npunrel	2.54652	Brooke confronted the rancher about the severe erosion on the riverbank. She was concerned that the rancher's digging
E2	2-25	64	CP4	npunrel	1.15516	Brooke confronted the rancher about the severe erosion on the riverbank. She was concerned that the rancher's digging
E2	2-25	64	C4	npunrel	-1.91326	Brooke confronted the rancher about the severe erosion on the riverbank. She was concerned that the rancher's digging
E2	2-25	64	P3	npunrel	-7.50918	Brooke confronted the rancher about the severe erosion on the riverbank. She was concerned that the rancher's digging
E2	2-25	64	CP3	npunrel	-9.55593	Brooke confronted the rancher about the severe erosion on the riverbank. She was concerned that the rancher's digging
E2	2-25	64	C3	npunrel	-10.6541	Brooke confronted the rancher about the severe erosion on the riverbank. She was concerned that the rancher's digging
E2	2-25	77	P4	npunrel	-3.92035	Mariah hid with the detective in the alley. She hoped that the detective's escape
E2	2-25	77	CP4	npunrel	-5.97885	Mariah hid with the detective in the alley. She hoped that the detective's escape
E2	2-25	77	C4	npunrel	-7.1233	Mariah hid with the detective in the alley. She hoped that the detective's escape
E2	2-25	77	P3	npunrel	4.87596	Mariah hid with the detective in the alley. She hoped that the detective's escape
E2	2-25	77	CP3	npunrel	0.194975	Mariah hid with the detective in the alley. She hoped that the detective's escape
E2	2-25	77	C3	npunrel	-0.725517	Mariah hid with the detective in the alley. She hoped that the detective's escape
E2	2-25	71	P4	nprel	-0.827887	Jillian applauded the dapper senator who championed the new bill. She was especially pleased that the senator's state
E2	2-25	71	CP4	nprel	-0.987141	Jillian applauded the dapper senator who championed the new bill. She was especially pleased that the senator's state
E2	2-25	71	C4	nprel	1.30186	Jillian applauded the dapper senator who championed the new bill. She was especially pleased that the senator's state
E2	2-25	71	P3	nprel	-0.0567466	Jillian applauded the dapper senator who championed the new bill. She was especially pleased that the senator's state
E2	2-25	71	CP3	nprel	5.8909	Jillian applauded the dapper senator who championed the new bill. She was especially pleased that the senator's state
E2	2-25	71	C3	nprel	9.74156	Jillian applauded the dapper senator who championed the new bill. She was especially pleased that the senator's state
E2	2-25	19	P4	nprel	-0.874811	Caroline reminisced with the handsome graduate from the master's program. She was thrilled that the graduate's degree
E2	2-25	19	CP4	nprel	-3.52227	Caroline reminisced with the handsome graduate from the master's program. She was thrilled that the graduate's degree
E2	2-25	19	C4	nprel	-3.43426	Caroline reminisced with the handsome graduate from the master's program. She was thrilled that the graduate's degree
E2	2-25	19	P3	nprel	-3.15088	Caroline reminisced with the handsome graduate from the master's program. She was thrilled that the graduate's degree
E2	2-25	19	CP3	nprel	-6.53525	Caroline reminisced with the handsome graduate from the master's program. She was thrilled that the graduate's degree
E2	2-25	19	C3	nprel	-4.00796	Caroline reminisced with the handsome graduate from the master's program. She was thrilled that the graduate's degree
E2	2-25	127	P4	nprel	5.95625	Jeannie marched with the general to the front of the lines. She was proud that the general's army
E2	2-25	127	CP4	nprel	4.66057	Jeannie marched with the general to the front of the lines. She was proud that the general's army
E2	2-25	127	C4	nprel	1.63679	Jeannie marched with the general to the front of the lines. She was proud that the general's army
E2	2-25	127	P3	nprel	4.01213	Jeannie marched with the general to the front of the lines. She was proud that the general's army
E2	2-25	127	CP3	nprel	2.67856	Jeannie marched with the general to the front of the lines. She was proud that the general's army
E2	2-25	127	C3	nprel	-0.753868	Jeannie marched with the general to the front of the lines. She was proud that the general's army
E2	2-25	141	P4	npunrel	7.8019	Nicole stopped the portly president in the hallway before the broadcast. She feared that the president's communications
E2	2-25	141	CP4	npunrel	3.93789	Nicole stopped the portly president in the hallway before the broadcast. She feared that the president's communications
E2	2-25	141	C4	npunrel	2.1659	Nicole stopped the portly president in the hallway before the broadcast. She feared that the president's communications
E2	2-25	141	P3	npunrel	2.75443	Nicole stopped the portly president in the hallway before the broadcast. She feared that the president's communications
E2	2-25	141	CP3	npunrel	0.75704	Nicole stopped the portly president in the hallway before the broadcast. She feared that the president's communications
E2	2-25	141	C3	npunrel	-0.428598	Nicole stopped the portly president in the hallway before the broadcast. She feared that the president's communications
E2	2-25	93	P4	nprel	-7.03159	Matthew annoyed the writer who wore red lipstick. He obsessed over the writer's stories
E2	2-25	93	CP4	nprel	-3.91341	Matthew annoyed the writer who wore red lipstick. He obsessed over the writer's stories
E2	2-25	93	C4	nprel	-2.45353	Matthew annoyed the writer who wore red lipstick. He obsessed over the writer's stories
E2	2-25	93	P3	nprel	3.1154	Matthew annoyed the writer who wore red lipstick. He obsessed over the writer's stories
E2	2-25	93	CP3	nprel	2.41183	Matthew annoyed the writer who wore red lipstick. He obsessed over the writer's stories
E2	2-25	93	C3	nprel	3.23273	Matthew annoyed the writer who wore red lipstick. He obsessed over the writer's stories
E2	2-25	102	P4	npunrel	4.27169	Elsa wanted the chef to order new equipment. She insisted that the chef's computer
E2	2-25	102	CP4	npunrel	8.57684	Elsa wanted the chef to order new equipment. She insisted that the chef's computer
E2	2-25	102	C4	npunrel	12.0702	Elsa wanted the chef to order new equipment. She insisted that the chef's computer
E2	2-25	102	P3	npunrel	10.7796	Elsa wanted the chef to order new equipment. She insisted that the chef's computer
E2	2-25	102	CP3	npunrel	12.0976	Elsa wanted the chef to order new equipment. She insisted that the chef's computer
E2	2-25	102	C3	npunrel	16.0432	Elsa wanted the chef to order new equipment. She insisted that the chef's computer
E2	2-25	113	P4	npunrel	3.06517	Sonia encouraged the ringmaster who was going on tour. She was confident that the ringmaster's events
E2	2-25	113	CP4	npunrel	2.8418	Sonia encouraged the ringmaster who was going on tour. She was confident that the ringmaster's events
E2	2-25	113	C4	npunrel	3.60262	Sonia encouraged the ringmaster who was going on tour. She was confident that the ringmaster's events
E2	2-25	113	P3	npunrel	-5.26102	Sonia encouraged the ringmaster who was going on tour. She was confident that the ringmaster's events
E2	2-25	113	CP3	npunrel	-6.75935	Sonia encouraged the ringmaster who was going on tour. She was confident that the ringmaster's events
E2	2-25	113	C3	npunrel	-6.63849	Sonia encouraged the ringmaster who was going on tour. She was confident that the ringmaster's events
E2	2-25	146	P4	npunrel	10.1472	Tanya celebrated with the wrestler after the victory. She was certain that the wrestler's risk
E2	2-25	146	CP4	npunrel	12.6819	Tanya celebrated with the wrestler after the victory. She was certain that the wrestler's risk
E2	2-25	146	C4	npunrel	14.7539	Tanya celebrated with the wrestler after the victory. She was certain that the wrestler's risk
E2	2-25	146	P3	npunrel	5.36372	Tanya celebrated with the wrestler after the victory. She was certain that the wrestler's risk
E2	2-25	146	CP3	npunrel	7.13578	Tanya celebrated with the wrestler after the victory. She was certain that the wrestler's risk
E2	2-25	146	C3	npunrel	8.69421	Tanya celebrated with the wrestler after the victory. She was certain that the wrestler's risk
E2	2-25	16	P4	nprel	-8.93852	Lawrence cowered with the petite hostage in the basement. He doubted that the hostage's ransom
E2	2-25	16	CP4	nprel	-10.3507	Lawrence cowered with the petite hostage in the basement. He doubted that the hostage's ransom
E2	2-25	16	C4	nprel	-9.55628	Lawrence cowered with the petite hostage in the basement. He doubted that the hostage's ransom
E2	2-25	16	P3	nprel	-5.4462	Lawrence cowered with the petite hostage in the basement. He doubted that the hostage's ransom
E2	2-25	16	CP3	nprel	-6.95577	Lawrence cowered with the petite hostage in the basement. He doubted that the hostage's ransom
E2	2-25	16	C3	nprel	-8.34474	Lawrence cowered with the petite hostage in the basement. He doubted that the hostage's ransom
E2	2-25	110	P4	nprel	3.6294400000000002	Alyssa assisted the magician at the birthday party. She pretended to be amazed when the magician's rabbit
E2	2-25	110	CP4	nprel	1.45128	Alyssa assisted the magician at the birthday party. She pretended to be amazed when the magician's rabbit
E2	2-25	110	C4	nprel	-1.90159	Alyssa assisted the magician at the birthday party. She pretended to be amazed when the magician's rabbit
E2	2-25	110	P3	nprel	0.901313	Alyssa assisted the magician at the birthday party. She pretended to be amazed when the magician's rabbit
E2	2-25	110	CP3	nprel	-4.31068	Alyssa assisted the magician at the birthday party. She pretended to be amazed when the magician's rabbit
E2	2-25	110	C3	nprel	-7.22389	Alyssa assisted the magician at the birthday party. She pretended to be amazed when the magician's rabbit
E2	2-25	90	P4	npunrel	-0.622965	Robert consulted the psychic before making the decision. He felt uneasy after hearing the psychic's ultimatum
E2	2-25	90	CP4	npunrel	-5.77711	Robert consulted the psychic before making the decision. He felt uneasy after hearing the psychic's ultimatum
E2	2-25	90	C4	npunrel	-9.7655	Robert consulted the psychic before making the decision. He felt uneasy after hearing the psychic's ultimatum
E2	2-25	90	P3	npunrel	-5.67108	Robert consulted the psychic before making the decision. He felt uneasy after hearing the psychic's ultimatum
E2	2-25	90	CP3	npunrel	-13.4239	Robert consulted the psychic before making the decision. He felt uneasy after hearing the psychic's ultimatum
E2	2-25	90	C3	npunrel	-18.4842	Robert consulted the psychic before making the decision. He felt uneasy after hearing the psychic's ultimatum
E2	2-25	22	P4	npunrel	-1.71576	Alicia encouraged the bearded manager to take a risk. She was confident that the manager's trip
E2	2-25	22	CP4	npunrel	-6.64063	Alicia encouraged the bearded manager to take a risk. She was confident that the manager's trip
E2	2-25	22	C4	npunrel	-9.5128	Alicia encouraged the bearded manager to take a risk. She was confident that the manager's trip
E2	2-25	22	P3	npunrel	1.36543	Alicia encouraged the bearded manager to take a risk. She was confident that the manager's trip
E2	2-25	22	CP3	npunrel	-0.343565	Alicia encouraged the bearded manager to take a risk. She was confident that the manager's trip
E2	2-25	22	C3	npunrel	0.356122	Alicia encouraged the bearded manager to take a risk. She was confident that the manager's trip
E2	2-25	59	P4	npunrel	1.14381	Lillian approached the wizard ready for battle. She was aware that the wizard's lies
E2	2-25	59	CP4	npunrel	0.820692	Lillian approached the wizard ready for battle. She was aware that the wizard's lies
E2	2-25	59	C4	npunrel	0.598353	Lillian approached the wizard ready for battle. She was aware that the wizard's lies
E2	2-25	59	P3	npunrel	8.0153	Lillian approached the wizard ready for battle. She was aware that the wizard's lies
E2	2-25	59	CP3	npunrel	7.58452	Lillian approached the wizard ready for battle. She was aware that the wizard's lies
E2	2-25	59	C3	npunrel	7.8463	Lillian approached the wizard ready for battle. She was aware that the wizard's lies
E2	2-25	44	P4	npunrel	5.41723	Jasmine scorned the sultan who brought elaborate engagement gifts. She said that the sultan's houses
E2	2-25	44	CP4	npunrel	5.89314	Jasmine scorned the sultan who brought elaborate engagement gifts. She said that the sultan's houses
E2	2-25	44	C4	npunrel	5.80702	Jasmine scorned the sultan who brought elaborate engagement gifts. She said that the sultan's houses
E2	2-25	44	P3	npunrel	11.2885	Jasmine scorned the sultan who brought elaborate engagement gifts. She said that the sultan's houses
E2	2-25	44	CP3	npunrel	11.5576	Jasmine scorned the sultan who brought elaborate engagement gifts. She said that the sultan's houses
E2	2-25	44	C3	npunrel	12.263	Jasmine scorned the sultan who brought elaborate engagement gifts. She said that the sultan's houses
E2	2-25	112	P4	nprel	-4.87286	Howard was unhappy with the chatty realtor during the sale. He grumbled about the realtor's property
E2	2-25	112	CP4	nprel	-10.659	Howard was unhappy with the chatty realtor during the sale. He grumbled about the realtor's property
E2	2-25	112	C4	nprel	-11.8301	Howard was unhappy with the chatty realtor during the sale. He grumbled about the realtor's property
E2	2-25	112	P3	nprel	-1.49641	Howard was unhappy with the chatty realtor during the sale. He grumbled about the realtor's property
E2	2-25	112	CP3	nprel	-6.0763	Howard was unhappy with the chatty realtor during the sale. He grumbled about the realtor's property
E2	2-25	112	C3	nprel	-7.06785	Howard was unhappy with the chatty realtor during the sale. He grumbled about the realtor's property
E2	2-25	62	P4	npunrel	-8.81271	Leah shouted at the limo driver after the collision. She was horrified that the driver's clothing
E2	2-25	62	CP4	npunrel	-8.96414	Leah shouted at the limo driver after the collision. She was horrified that the driver's clothing
E2	2-25	62	C4	npunrel	-8.15818	Leah shouted at the limo driver after the collision. She was horrified that the driver's clothing
E2	2-25	62	P3	npunrel	-7.66981	Leah shouted at the limo driver after the collision. She was horrified that the driver's clothing
E2	2-25	62	CP3	npunrel	-7.4096	Leah shouted at the limo driver after the collision. She was horrified that the driver's clothing
E2	2-25	62	C3	npunrel	-6.58726	Leah shouted at the limo driver after the collision. She was horrified that the driver's clothing
E2	2-25	137	P4	npunrel	2.38823	Regina surprised the cowboy with stories around the campfire. She revealed that the cowboy's tunnel
E2	2-25	137	CP4	npunrel	0.636698	Regina surprised the cowboy with stories around the campfire. She revealed that the cowboy's tunnel
E2	2-25	137	C4	npunrel	1.06708	Regina surprised the cowboy with stories around the campfire. She revealed that the cowboy's tunnel
E2	2-25	137	P3	npunrel	-0.873082	Regina surprised the cowboy with stories around the campfire. She revealed that the cowboy's tunnel
E2	2-25	137	CP3	npunrel	-2.46754	Regina surprised the cowboy with stories around the campfire. She revealed that the cowboy's tunnel
E2	2-25	137	C3	npunrel	-4.46713	Regina surprised the cowboy with stories around the campfire. She revealed that the cowboy's tunnel
E2	2-25	35	P4	npunrel	7.22054	Jessica performed with the chiseled rockstar during the national tour. She was sad to realize that the rockstar's stress
E2	2-25	35	CP4	npunrel	8.05129	Jessica performed with the chiseled rockstar during the national tour. She was sad to realize that the rockstar's stress
E2	2-25	35	C4	npunrel	8.90675	Jessica performed with the chiseled rockstar during the national tour. She was sad to realize that the rockstar's stress
E2	2-25	35	P3	npunrel	8.89652	Jessica performed with the chiseled rockstar during the national tour. She was sad to realize that the rockstar's stress
E2	2-25	35	CP3	npunrel	6.06691	Jessica performed with the chiseled rockstar during the national tour. She was sad to realize that the rockstar's stress
E2	2-25	35	C3	npunrel	4.43865	Jessica performed with the chiseled rockstar during the national tour. She was sad to realize that the rockstar's stress
E2	2-25	36	P4	nprel	-9.0085	Jane joined the poacher on the expedition. She trusted that the poacher's rifle
E2	2-25	36	CP4	nprel	-15.8026	Jane joined the poacher on the expedition. She trusted that the poacher's rifle
E2	2-25	36	C4	nprel	-18.65	Jane joined the poacher on the expedition. She trusted that the poacher's rifle
E2	2-25	36	P3	nprel	-4.81259	Jane joined the poacher on the expedition. She trusted that the poacher's rifle
E2	2-25	36	CP3	nprel	-7.38908	Jane joined the poacher on the expedition. She trusted that the poacher's rifle
E2	2-25	36	C3	nprel	-9.75232	Jane joined the poacher on the expedition. She trusted that the poacher's rifle
E2	2-25	143	P4	nprel	-1.51098	Penelope relaxed with the grizzled screenwriter on the porch. She commented that the screenwriter's script
E2	2-25	143	CP4	nprel	-0.554783	Penelope relaxed with the grizzled screenwriter on the porch. She commented that the screenwriter's script
E2	2-25	143	C4	nprel	-1.94195	Penelope relaxed with the grizzled screenwriter on the porch. She commented that the screenwriter's script
E2	2-25	143	P3	nprel	13.8466	Penelope relaxed with the grizzled screenwriter on the porch. She commented that the screenwriter's script
E2	2-25	143	CP3	nprel	9.72764	Penelope relaxed with the grizzled screenwriter on the porch. She commented that the screenwriter's script
E2	2-25	143	C3	nprel	10.2142	Penelope relaxed with the grizzled screenwriter on the porch. She commented that the screenwriter's script
E2	2-25	1	P4	nprel	0.488091	Susanna consulted the farmer before the harvest. She was sad to hear that the farmer's crops
E2	2-25	1	CP4	nprel	-0.317073	Susanna consulted the farmer before the harvest. She was sad to hear that the farmer's crops
E2	2-25	1	C4	nprel	-2.15103	Susanna consulted the farmer before the harvest. She was sad to hear that the farmer's crops
E2	2-25	1	P3	nprel	-3.13715	Susanna consulted the farmer before the harvest. She was sad to hear that the farmer's crops
E2	2-25	1	CP3	nprel	-4.96504	Susanna consulted the farmer before the harvest. She was sad to hear that the farmer's crops
E2	2-25	1	C3	nprel	-7.65185	Susanna consulted the farmer before the harvest. She was sad to hear that the farmer's crops
E2	2-25	79	P4	npunrel	13.7274	Gavin complained about the seductive therapist from the spa. He reported that the therapist's conduct
E2	2-25	79	CP4	npunrel	10.3942	Gavin complained about the seductive therapist from the spa. He reported that the therapist's conduct
E2	2-25	79	C4	npunrel	6.43869	Gavin complained about the seductive therapist from the spa. He reported that the therapist's conduct
E2	2-25	79	P3	npunrel	19.5872	Gavin complained about the seductive therapist from the spa. He reported that the therapist's conduct
E2	2-25	79	CP3	npunrel	16.7126	Gavin complained about the seductive therapist from the spa. He reported that the therapist's conduct
E2	2-25	79	C3	npunrel	12.9758	Gavin complained about the seductive therapist from the spa. He reported that the therapist's conduct
E2	2-25	136	P4	nprel	-3.34926	Charles twirled the ballerina during the duet. He was horrified when the ballerina's slipper
E2	2-25	136	CP4	nprel	-4.26767	Charles twirled the ballerina during the duet. He was horrified when the ballerina's slipper
E2	2-25	136	C4	nprel	-5.84899	Charles twirled the ballerina during the duet. He was horrified when the ballerina's slipper
E2	2-25	136	P3	nprel	3.94566	Charles twirled the ballerina during the duet. He was horrified when the ballerina's slipper
E2	2-25	136	CP3	nprel	1.39687	Charles twirled the ballerina during the duet. He was horrified when the ballerina's slipper
E2	2-25	136	C3	nprel	0.635108	Charles twirled the ballerina during the duet. He was horrified when the ballerina's slipper
E2	2-25	128	P4	npunrel	3.42914	Miriam visited the sheikh in the desert. She remarked that the sheikh's coat
E2	2-25	128	CP4	npunrel	10.1053	Miriam visited the sheikh in the desert. She remarked that the sheikh's coat
E2	2-25	128	C4	npunrel	12.9075	Miriam visited the sheikh in the desert. She remarked that the sheikh's coat
E2	2-25	128	P3	npunrel	1.20586	Miriam visited the sheikh in the desert. She remarked that the sheikh's coat
E2	2-25	128	CP3	npunrel	-1.60317	Miriam visited the sheikh in the desert. She remarked that the sheikh's coat
E2	2-25	128	C3	npunrel	-3.18505	Miriam visited the sheikh in the desert. She remarked that the sheikh's coat
E2	2-25	91	P4	nprel	0.846195	Brett sat with the pretty columnist in the press room. He mentioned that the columnist's articles
E2	2-25	91	CP4	nprel	6.43369	Brett sat with the pretty columnist in the press room. He mentioned that the columnist's articles
E2	2-25	91	C4	nprel	10.4458	Brett sat with the pretty columnist in the press room. He mentioned that the columnist's articles
E2	2-25	91	P3	nprel	1.82644	Brett sat with the pretty columnist in the press room. He mentioned that the columnist's articles
E2	2-25	91	CP3	nprel	5.0725	Brett sat with the pretty columnist in the press room. He mentioned that the columnist's articles
E2	2-25	91	C3	nprel	10.3956	Brett sat with the pretty columnist in the press room. He mentioned that the columnist's articles
E2	2-25	57	P4	npunrel	8.96989	Audrey assisted the bald host at the boarding house on Tuesday night. She remarked that the host's diet
E2	2-25	57	CP4	npunrel	8.81158	Audrey assisted the bald host at the boarding house on Tuesday night. She remarked that the host's diet
E2	2-25	57	C4	npunrel	10.0217	Audrey assisted the bald host at the boarding house on Tuesday night. She remarked that the host's diet
E2	2-25	57	P3	npunrel	8.25353	Audrey assisted the bald host at the boarding house on Tuesday night. She remarked that the host's diet
E2	2-25	57	CP3	npunrel	8.69439	Audrey assisted the bald host at the boarding house on Tuesday night. She remarked that the host's diet
E2	2-25	57	C3	npunrel	7.80793	Audrey assisted the bald host at the boarding house on Tuesday night. She remarked that the host's diet
E2	2-25	145	P4	nprel	-2.41382	Ruth interned for the fatherly orthodontist in the clinic. She made sure that the orthodontist's drill
E2	2-25	145	CP4	nprel	-1.05855	Ruth interned for the fatherly orthodontist in the clinic. She made sure that the orthodontist's drill
E2	2-25	145	C4	nprel	-0.682871	Ruth interned for the fatherly orthodontist in the clinic. She made sure that the orthodontist's drill
E2	2-25	145	P3	nprel	5.27558	Ruth interned for the fatherly orthodontist in the clinic. She made sure that the orthodontist's drill
E2	2-25	145	CP3	nprel	2.97195	Ruth interned for the fatherly orthodontist in the clinic. She made sure that the orthodontist's drill
E2	2-25	145	C3	nprel	1.16861	Ruth interned for the fatherly orthodontist in the clinic. She made sure that the orthodontist's drill
E2	2-25	23	P4	nprel	4.38915	Ashley questioned the analyst about the security breach. She was worried that the analyst's data
E2	2-25	23	CP4	nprel	2.77158	Ashley questioned the analyst about the security breach. She was worried that the analyst's data
E2	2-25	23	C4	nprel	-1.0811	Ashley questioned the analyst about the security breach. She was worried that the analyst's data
E2	2-25	23	P3	nprel	2.12971	Ashley questioned the analyst about the security breach. She was worried that the analyst's data
E2	2-25	23	CP3	nprel	2.60933	Ashley questioned the analyst about the security breach. She was worried that the analyst's data
E2	2-25	23	C3	nprel	-0.597593	Ashley questioned the analyst about the security breach. She was worried that the analyst's data
E2	2-25	45	P4	nprel	12.0813	Samuel helped the matronly gardener prepare for spring. He carried the gardener's plants
E2	2-25	45	CP4	nprel	15.7225	Samuel helped the matronly gardener prepare for spring. He carried the gardener's plants
E2	2-25	45	C4	nprel	18.6965	Samuel helped the matronly gardener prepare for spring. He carried the gardener's plants
E2	2-25	45	P3	nprel	16.9101	Samuel helped the matronly gardener prepare for spring. He carried the gardener's plants
E2	2-25	45	CP3	nprel	20.2983	Samuel helped the matronly gardener prepare for spring. He carried the gardener's plants
E2	2-25	45	C3	nprel	24.1597	Samuel helped the matronly gardener prepare for spring. He carried the gardener's plants
E2	2-25	38	P4	npunrel	2.63241	Patricia asked the judge to return to the chambers. She had forgotten the judge's binder
E2	2-25	38	CP4	npunrel	1.59926	Patricia asked the judge to return to the chambers. She had forgotten the judge's binder
E2	2-25	38	C4	npunrel	-1.15475	Patricia asked the judge to return to the chambers. She had forgotten the judge's binder
E2	2-25	38	P3	npunrel	3.42135	Patricia asked the judge to return to the chambers. She had forgotten the judge's binder
E2	2-25	38	CP3	npunrel	1.61344	Patricia asked the judge to return to the chambers. She had forgotten the judge's binder
E2	2-25	38	C3	npunrel	-0.0426572	Patricia asked the judge to return to the chambers. She had forgotten the judge's binder
E2	2-25	74	P4	npunrel	-4.24518	Matilda liked the stocky grocer who owned the little shop. She appreciated that the grocer's wisdom
E2	2-25	74	CP4	npunrel	-2.87323	Matilda liked the stocky grocer who owned the little shop. She appreciated that the grocer's wisdom
E2	2-25	74	C4	npunrel	-5.32192	Matilda liked the stocky grocer who owned the little shop. She appreciated that the grocer's wisdom
E2	2-25	74	P3	npunrel	-1.88712	Matilda liked the stocky grocer who owned the little shop. She appreciated that the grocer's wisdom
E2	2-25	74	CP3	npunrel	-5.82596	Matilda liked the stocky grocer who owned the little shop. She appreciated that the grocer's wisdom
E2	2-25	74	C3	npunrel	-5.56798	Matilda liked the stocky grocer who owned the little shop. She appreciated that the grocer's wisdom
E2	2-25	133	P4	npunrel	2.29761	Noah hired the dainty journalist after one look at the resume. He elaborated that the journalist's university
E2	2-25	133	CP4	npunrel	2.31187	Noah hired the dainty journalist after one look at the resume. He elaborated that the journalist's university
E2	2-25	133	C4	npunrel	1.827	Noah hired the dainty journalist after one look at the resume. He elaborated that the journalist's university
E2	2-25	133	P3	npunrel	0.115085	Noah hired the dainty journalist after one look at the resume. He elaborated that the journalist's university
E2	2-25	133	CP3	npunrel	-0.63314	Noah hired the dainty journalist after one look at the resume. He elaborated that the journalist's university
E2	2-25	133	C3	npunrel	-0.526435	Noah hired the dainty journalist after one look at the resume. He elaborated that the journalist's university
E2	2-25	144	P4	npunrel	7.04498	Lorraine returned with the king after the dangerous rescue. She was horrified to see the king's wounds
E2	2-25	144	CP4	npunrel	9.85452	Lorraine returned with the king after the dangerous rescue. She was horrified to see the king's wounds
E2	2-25	144	C4	npunrel	11.9426	Lorraine returned with the king after the dangerous rescue. She was horrified to see the king's wounds
E2	2-25	144	P3	npunrel	4.90932	Lorraine returned with the king after the dangerous rescue. She was horrified to see the king's wounds
E2	2-25	144	CP3	npunrel	3.44011	Lorraine returned with the king after the dangerous rescue. She was horrified to see the king's wounds
E2	2-25	144	C3	npunrel	1.5908	Lorraine returned with the king after the dangerous rescue. She was horrified to see the king's wounds
E2	2-25	24	P4	npunrel	3.15925	Joanne informed the policeman that the office had been ransacked. She had found the policeman's drawer
E2	2-25	24	CP4	npunrel	2.70569	Joanne informed the policeman that the office had been ransacked. She had found the policeman's drawer
E2	2-25	24	C4	npunrel	-1.02535	Joanne informed the policeman that the office had been ransacked. She had found the policeman's drawer
E2	2-25	24	P3	npunrel	16.8545	Joanne informed the policeman that the office had been ransacked. She had found the policeman's drawer
E2	2-25	24	CP3	npunrel	10.4107	Joanne informed the policeman that the office had been ransacked. She had found the policeman's drawer
E2	2-25	24	C3	npunrel	6.07724	Joanne informed the policeman that the office had been ransacked. She had found the policeman's drawer
E2	2-25	9	P4	nprel	-0.312244	Chelsea joined the bully before the disciplinary meeting. She wanted to justify the bully's fight
E2	2-25	9	CP4	nprel	1.40851	Chelsea joined the bully before the disciplinary meeting. She wanted to justify the bully's fight
E2	2-25	9	C4	nprel	4.85415	Chelsea joined the bully before the disciplinary meeting. She wanted to justify the bully's fight
E2	2-25	9	P3	nprel	2.28932	Chelsea joined the bully before the disciplinary meeting. She wanted to justify the bully's fight
E2	2-25	9	CP3	nprel	2.58249	Chelsea joined the bully before the disciplinary meeting. She wanted to justify the bully's fight
E2	2-25	9	C3	nprel	0.874123	Chelsea joined the bully before the disciplinary meeting. She wanted to justify the bully's fight
E2	2-25	140	P4	nprel	-8.59141	Estelle congratulated the architect after the speech. She agreed that the architect's building
E2	2-25	140	CP4	nprel	-1.7337	Estelle congratulated the architect after the speech. She agreed that the architect's building
E2	2-25	140	C4	nprel	0.714839	Estelle congratulated the architect after the speech. She agreed that the architect's building
E2	2-25	140	P3	nprel	-4.45258	Estelle congratulated the architect after the speech. She agreed that the architect's building
E2	2-25	140	CP3	nprel	-6.83308	Estelle congratulated the architect after the speech. She agreed that the architect's building
E2	2-25	140	C3	nprel	-6.26677	Estelle congratulated the architect after the speech. She agreed that the architect's building
E2	2-25	84	P4	nprel	-6.70035	Vanessa waited for the tailor in the workroom. She saw the tailor's suit
E2	2-25	84	CP4	nprel	-1.59517	Vanessa waited for the tailor in the workroom. She saw the tailor's suit
E2	2-25	84	C4	nprel	0.792807	Vanessa waited for the tailor in the workroom. She saw the tailor's suit
E2	2-25	84	P3	nprel	-6.04814	Vanessa waited for the tailor in the workroom. She saw the tailor's suit
E2	2-25	84	CP3	nprel	-4.4589	Vanessa waited for the tailor in the workroom. She saw the tailor's suit
E2	2-25	84	C3	nprel	-2.921	Vanessa waited for the tailor in the workroom. She saw the tailor's suit
E2	2-25	2	P4	npunrel	-3.79661	Celeste worked with the painter in the studio. At the end of the day, she left the painter's towel
E2	2-25	2	CP4	npunrel	-3.07847	Celeste worked with the painter in the studio. At the end of the day, she left the painter's towel
E2	2-25	2	C4	npunrel	-3.3625	Celeste worked with the painter in the studio. At the end of the day, she left the painter's towel
E2	2-25	2	P3	npunrel	1.10886	Celeste worked with the painter in the studio. At the end of the day, she left the painter's towel
E2	2-25	2	CP3	npunrel	0.432791	Celeste worked with the painter in the studio. At the end of the day, she left the painter's towel
E2	2-25	2	C3	npunrel	-2.89795	Celeste worked with the painter in the studio. At the end of the day, she left the painter's towel
E2	2-25	86	P4	nprel	14.7323	Meredith argued with the executive in the penthouse. She questioned how the executive's business
E2	2-25	86	CP4	nprel	3.73568	Meredith argued with the executive in the penthouse. She questioned how the executive's business
