Subject	Electrode	N400	FullText	Item	Condition
s7	P3	-0.38707	Capture or kill the wanted criminal to collect a bounty	Item 120	Control
s7	P3	0.6754	The Christmas tree was decorated with many shining glass ornaments	Item 114	Control
s7	P3	3.9652	The ambassador who negotiated the deal was a skilled diploma	Item 140	SemCrit
s7	P3	7.2673	After my root canal the dentist prescribed a pain medications	Item 17	Synt
s7	P3	14.674	The sudden change in protocol had caused all this consternations	Item 127	Synt
s7	P3	-12.026	The museum pass provides five dollars off of each admission	Item 101	Control
s7	P3	3.0784	The lecherous satyr chased after a beautiful lithe wood destiny	Item 81	Sem
s7	P3	-23.329	Political corruption and economic hardship fueled a growing anti-government sentiment	Item 10	Control
s7	P3	13.235	The goddess refused to be bested by a mere expectation	Item 94	Sem
s7	P3	1.5408	In the nineties, the Rugrats was a very popular cartoons	Item 85	Synt
s7	P3	12.412	Statisticians emphasize that causation is not implied by a correlation	Item 27	Control
s7	P3	11.048	That white dog with little black spots is a damnation	Item 133	SemCrit
s7	P3	1.4063	The afternoon showing cost less because it was a manatee	Item 60	SemCrit
s7	P3	-8.9742	The teacher interrupted his sentence to make a grammatical mercenary	Item 20	Sem
s7	P3	6.4693	The cause of death must be determined by a corridor	Item 25	SemCrit
s7	P3	3.2401	She was vaccinated so her body would developed a mutiny	Item 91	SemCrit
s7	P3	5.7291	Rather than reducing violence, the intervention just caused an escalations	Item 153	Synt
s7	P3	21.323	She didn't answer the phone, so I left a messages	Item 137	Synt
s7	P3	11.518	The hostess greeted her guests with a light social pleasantry	Item 64	Control
s7	P3	-7.3128	Blizzards are deadly hazards for explorers on an arctic sympathizer	Item 158	Sem
s7	P3	19.117	The Caribbean cruise package includes this kayaking and snorkeling excursions	Item 41	Synt
s7	P3	-2.1616	The soaring eagle circled and glided upwards on a thermos	Item 72	SemCrit
s7	P3	2.821	He idolized her, and her self-esteem benefited from this duration	Item 144	SemCrit
s7	P3	-2.7983	You cannot buy Cuban cigars because there is a correction	Item 75	Sem
s7	P3	4.5756	A lolcat is cat photograph with a humorous ungrammatical captions	Item 97	Synt
s7	P3	12.431	The low intensity workout compensated by having a long durations	Item 143	Synt
s7	P3	-15.532	The computer could read text aloud using a speech baloney	Item 66	Sem
s7	P3	-1.6676	I control my fate; I don't have a predetermined destiny	Item 136	Control
s7	P3	-8.8714	One window on the dilapidated house was missing a shutter	Item 38	Control
s7	P3	-8.2397	Once Faust signed, he was doomed to this eternal dalmatian	Item 134	SemCrit
s7	P3	-0.83315	The ring held small diamonds set around this blue sapphires	Item 69	Synt
s7	P3	20.352	She lunged towards his neck, going right for the jugular	Item 84	Control
s7	P3	31.558	The devout Christian girl travelled to India as a missionaries	Item 132	Synt
s7	P3	6.4333	The child wore a glittery crown with a pink rhinestone	Item 24	Control
s7	P3	9.2396	The cheapest lunchmeat at this grocery store is this baloneys	Item 117	Synt
s7	P3	28.63	The detectives discovered the professor was poisoned with this arsenic	Item 116	Control
s7	P3	7.2596	To protect herself from the sun, she carried a parasols	Item 156	Synt
s7	P3	3.4066	The mason built his own house of brick and humidity	Item 93	Sem
s7	P3	29.427	The castle wall was adorned with a beautiful woven travesty	Item 67	SemCrit
s7	P3	2.653	The woman brought her sick pet dog to a veteran	Item 2	SemCrit
s7	P3	9.2997	The preacher believed drunkenness was the cause of much immortality	Item 51	SemCrit
s7	P3	3.0644	For lunch, she had brought tomato soup in a thermoses	Item 71	Synt
s7	P3	5.6383	The Big Dipper may perhaps be the most famous immunity	Item 128	Sem
s7	P3	8.369	I blacked out and was confused when I regained consciousness	Item 125	Control
s7	P3	-4.3005	The teacher taught that subtraction was the opposite of additions	Item 99	Synt
s7	P3	3.8153	The napalm turned the luscious forest into a fiery inferno	Item 124	Control
s7	P3	21.231	That grenade explodes stronger than a stick of this dynasty	Item 146	SemCrit
s7	P3	6.2234	Don't call it a prison; call it a correctional facility	Item 160	Control
s7	P3	-1.4364	The student went to medical school to become a cardinal	Item 31	Sem
s7	P3	-7.0053	The doomsday preacher urged repentance and warned of an apocalypses	Item 148	Synt
s7	P3	-7.1658	A new gravitational theory was proposed by an eminent physician	Item 32	SemCrit
s7	P3	-12.871	The student had his editorial published in a local gazelle	Item 73	SemCrit
s7	P3	0.64725	She saved him from the poison by administering an antidote	Item 6	Control
s7	P3	8.6448	The congregation listens to a sermon delivered by an escalation	Item 130	Sem
s7	P3	17.794	The princess arrived at the ball in a horse-drawn carriages	Item 109	Synt
s7	P3	20.114	This docile herbivorous aquatic mammal is known as a manatees	Item 59	Synt
s7	P3	2.4274	Candidates must be citizens, but that is the only stimulation	Item 89	SemCrit
s7	P3	0.64094	The upscale apartment was complete with all these modern amenities	Item 8	Control
s7	P3	-16.241	Champagne was once reserved exclusively for the royalty and pheromone	Item 80	Sem
s7	P3	21.078	The child made a caterpillar from an old egg cartoon	Item 86	SemCrit
s7	P3	6.9027	The whining alarm shut off, finally silencing this annoying distractions	Item 35	Synt
s7	P3	-0.89647	It's alive! he cackled as he animated this monster Frankenstein	Item 58	Control
s7	P3	7.2222	The powerful cheetah sprinted in pursuit of a baby addition	Item 74	Sem
s7	P3	1.5572	The storyteller could turn any incident into an amusing hearse	Item 5	Sem
s7	P3	-7.1997	Yuan emperors were Mongolian because Kublai Khan founded this dynasty	Item 145	Control
s7	P3	6.5406	He loves me? she wondered, plucking off a daisy pedal	Item 152	SemCrit
s7	P3	-7.3439	Agriculture in this desert would be impossible without this irritation	Item 78	SemCrit
s7	P3	10.484	Like the IRS and FBI, CIA is another three-letter abbreviation	Item 95	Control
s7	P3	2.2484	Up on the tree branch perched a bright red masquerade	Item 11	Sem
s7	P3	-2.2066	The United States has a large stockpile of nuclear armament	Item 113	Synt
s7	P3	0.83637	The archeologists found the mummy of a young Egyptian pharoahs	Item 30	Synt
s7	P3	16.822	Incensed at the captain, the crew staged a full-scale immunity	Item 92	SemCrit
s7	P3	11.44	She scolded the child for running backwards up an escalators	Item 154	Synt
s7	P3	6.9649	Some controversial stem cell research requires a fertilized human embryo	Item 76	Control
s7	P3	19.702	After the Holocaust, German history could never escape this infantry	Item 53	SemCrit
s7	P3	-0.088765	To make the car accelerate, press down on this immorality	Item 151	Sem
s7	P3	12.33	Marie Curie died of exposure to radiation from this radium	Item 111	Control
s7	P3	3.4768	Feudal lords lived off the labor of an oppressed pleasantry	Item 63	SemCrit
s7	P3	-5.9894	Her grandmother's pennies inspired her to start a coin collection	Item 19	Control
s7	P3	4.2369	The three kings bore gifts of gold, myrrh, and frankincenses	Item 57	Synt
s8	P3	2.9472	After my root canal the dentist prescribed a pain medication	Item 17	Control
s8	P3	-2.6149	A soldier fighting for the highest bidder is a mercenaries	Item 131	Synt
s8	P3	-4.1831	The lecherous satyr chased after a beautiful lithe wood nymphs	Item 81	Synt
s8	P3	1.6463	The student had his editorial published in a local pleasantry	Item 73	Sem
s8	P3	4.6838	The devout Christian girl travelled to India as a missionary	Item 132	Control
s8	P3	-6.2857	Capture or kill the wanted criminal to collect a boundary	Item 120	SemCrit
s8	P3	1.0767	The preacher believed drunkenness was the cause of much irrigation	Item 51	Sem
s8	P3	-3.0799	The woman brought her sick pet dog to a carton	Item 2	Sem
s8	P3	4.5313	There is a beanbag toss game booth at this cardinal	Item 12	SemCrit
s8	P3	4.8015	You cannot buy Cuban cigars because there is an embargos	Item 75	Synt
s8	P3	7.7559	Apply this eyeliner and brush your lashes with this masquerade	Item 61	SemCrit
s8	P3	10.241	Cats were the only company for this lonely old spinster	Item 88	Control
s8	P3	11.091	The dentist congratulated me on not having a single cavity	Item 16	Control
s8	P3	-1.7863	After the Holocaust, German history could never escape this antidote	Item 53	Sem
s8	P3	10.237	The pseudoscience of inferring personality from skull measurements is phrenologies	Item 44	Synt
s8	P3	-10.049	Don't call it a prison; call it a correctional fallacy	Item 160	SemCrit
s8	P3	9.6459	Blizzards are deadly hazards for explorers on an arctic expeditions	Item 158	Synt
s8	P3	-1.9946	The napalm turned the luscious forest into a fiery inference	Item 124	SemCrit
s8	P3	10.89	The powerful cheetah sprinted in pursuit of a baby gazelles	Item 74	Synt
s8	P3	5.6641	I control my fate; I don't have a predetermined density	Item 136	SemCrit
s8	P3	19.643	Mediators prevented the dispute from escalating into a violent altercations	Item 4	Synt
s8	P3	0.026451	Never stay out past midnight, was his mother's strict admonition	Item 102	Control
s8	P3	-0.29158	Once Faust signed, he was doomed to this eternal inference	Item 134	Sem
s8	P3	1.2896	To make the car accelerate, press down on this pedals	Item 151	Synt
s8	P3	2.5014	The sailors feared the harsh discipline of this ship caption	Item 98	SemCrit
s8	P3	-0.75575	The crowded urban neighborhood had a very high population density	Item 135	Control
s8	P3	0.75268	Incensed at the captain, the crew staged a full-scale correlation	Item 92	Sem
s8	P3	-5.3228	The artist achieved eternal fame despite not seeking this dilation	Item 52	Sem
s8	P3	14.766	Handling the rough wooden plank gave the woman a spinster	Item 87	SemCrit
s8	P3	-1.9284	For lunch, she had brought tomato soup in a thermos	Item 71	Control
s8	P3	2.5593	She saved him from the poison by administering an anecdote	Item 6	SemCrit
s8	P3	-3.6649	The museum pass provides five dollars off of each admonition	Item 101	SemCrit
s8	P3	4.6776	The poor stayed poor because of this limited upward mobility	Item 79	Control
s8	P3	11.135	The cheapest lunchmeat at this grocery store is this baloney	Item 117	Control
s8	P3	-6.5451	The casket was carried to the cemetery in a hearses	Item 45	Synt
s8	P3	7.2267	Some controversial stem cell research requires a fertilized human embargo	Item 76	SemCrit
s8	P3	11.736	Like the IRS and FBI, CIA is another three-letter inebriation	Item 95	SemCrit
s8	P3	6.4542	Rupert Murdoch is the owner of a vast media meditation	Item 39	Sem
s8	P3	0.087903	Disgusted, she pulled away from his touch with a shudder	Item 37	Control
s8	P3	-8.7295	No light escapes the black hole once within this cabaret	Item 112	Sem
s8	P3	9.5654	Pikemen can be an effective defense against a charging cavalry	Item 15	Control
s8	P3	-4.3694	The Big Dipper may perhaps be the most famous constellations	Item 128	Synt
s8	P3	-7.8198	She was vaccinated so her body would developed a cartoon	Item 91	Sem
s8	P3	3.0463	The celebrating couple joyfully popped open a bottle of champagne	Item 121	Control
s8	P3	4.4557	He had a short attention span and needed constant stimulations	Item 90	Synt
s8	P3	9.9525	She didn't answer the phone, so I left a message	Item 137	Control
s8	P3	11.676	The herd of cows was out grazing in a pastures	Item 129	Synt
s8	P3	8.3647	Considering my previous experiences, I had a rather low expectations	Item 157	Synt
s8	P3	10.422	She danced with an elegant masked gentleman at that masquerade	Item 62	Control
s8	P3	-2.9955	The castle wall was adorned with a beautiful woven abbreviation	Item 67	Sem
s8	P3	1.9588	The three kings bore gifts of gold, myrrh, and frankincense	Item 57	Control
s8	P3	2.8552	The child wore a glittery crown with a pink rhino	Item 24	SemCrit
s8	P3	0.52403	The detectives discovered the professor was poisoned with this arsenal	Item 116	SemCrit
s8	P3	1.8951	A lolcat is cat photograph with a humorous ungrammatical caption	Item 97	Control
s8	P3	1.9168	Can't you just be quiet? she snapped revealing her irritations	Item 77	Synt
s8	P3	-4.5499	The teacher taught that subtraction was the opposite of addition	Item 99	Control
s8	P3	-6.4622	Her grandmother's pennies inspired her to start a coin correction	Item 19	SemCrit
s8	P3	-15.665	The slogan ""change"" was a focus of that presidential damnation	Item 122	Sem
s8	P3	-7.9603	The sudden change in protocol had caused all this consternation	Item 127	Control
s8	P3	-3.7537	The mason built his own house of brick and mortars	Item 93	Synt
s8	P3	3.1954	The ambassador who negotiated the deal was a skilled constellation	Item 140	Sem
s8	P3	10.122	His office is down at the end of this corridors	Item 26	Synt
s8	P3	-7.286	In the nineties, the Rugrats was a very popular cartoon	Item 85	Control
s8	P3	-0.60035	It's alive! he cackled as he animated this monster frankincense	Item 58	SemCrit
s8	P3	7.832	Two common semi-aquatic rodents are a beaver and a musket	Item 150	SemCrit
s8	P3	1.9877	He had sprinted and was still sweating from this cardinal	Item 42	Sem
s8	P3	0.21645	The upscale apartment was complete with all these modern anemones	Item 8	SemCrit
s8	P3	4.6744	Blinking causes a momentary pupil contraction followed by a dilations	Item 33	Synt
s8	P3	4.8504	The reagents reacted faster in the presence of a catalyst	Item 13	Control
s8	P3	-5.8142	The college sent out a newsletter to all its dynamite	Item 107	Sem
s8	P3	-1.5036	One window on the dilapidated house was missing a shudder	Item 38	SemCrit
s8	P3	2.5209	A syllogism is a common form of a deductive inference	Item 123	Control
s8	P3	-6.1347	The low intensity workout compensated by having a long duration	Item 143	Control
s8	P3	-1.5379	Despite technological advances, wars cannot be won without an infantries	Item 54	Synt
s8	P3	16.155	Yuan emperors were Mongolian because Kublai Khan founded this dynamite	Item 145	SemCrit
s8	P3	-6.2902	Harvesting crops is often the job of a seasonal migraine	Item 22	SemCrit
s8	P3	-5.6999	The president of the college handed each graduate a diplomat	Item 139	SemCrit
s8	P3	16.032	Soda cans and tin foil are both made of alumni	Item 108	SemCrit
s8	P3	-2.2671	On the mountaintop we felt dizzy because of this altitudes	Item 105	Synt
s8	P3	4.8724	The archeologists found the mummy of a young Egyptian pharaoh	Item 30	Control
s8	P3	2.2238	Old car engines mixed fuel and air in a callus	Item 103	Sem
s8	P3	0.16684	Use Pythagoras' theorem to find the length of a cavalry	Item 50	Sem
s8	P3	-0.91389	Candidates must be citizens, but that is the only altitude	Item 89	Sem
s8	P3	3.8135	The afternoon showing cost less because it was a sentiment	Item 60	Sem
s8	P3	23.902	This docile herbivorous aquatic mammal is known as a manatee	Item 59	Control
s8	P3	-5.3429	Rather than reducing violence, the intervention just caused an escalation	Item 153	Control
s8	P3	5.7959	The monk sat quietly and fell into a deep meditation	Item 18	Control
s8	P3	-6.2951	Champagne was once reserved exclusively for the royalty and nobilities	Item 80	Synt
s8	P3	2.1232	Claiming two wrongs make a right is a common excursion	Item 159	Sem
s8	P3	1.9882	Intestinal problems may indicate a tapeworm, a type of density	Item 155	Sem
s8	P3	14.885	The coach scolded the player for having a bad attitudes	Item 106	Synt
s8	P3	7.6656	My back was so tense I really needed a massages	Item 138	Synt
s8	P3	-6.4674	He idolized her, and her self-esteem benefited from this synthesizer	Item 144	Sem
s8	P3	10.227	Edith Piaf's extraordinary singing career was begun in a cabaret	Item 104	Control
s8	P3	-2.1596	The heat felt even worse because of all this catalyst	Item 47	Sem
s8	P3	12.503	The Christmas tree was decorated with many shining glass armaments	Item 114	SemCrit
s8	P3	9.6741	Statisticians emphasize that causation is not implied by a coronation	Item 27	SemCrit
s8	P3	-3.2512	Romeo longingly admired Juliet as she stood on this balconies	Item 118	Synt
s8	P3	-3.9795	The thesaurus shows that a synonym for drunkenness is inebriations	Item 96	Synt
s8	P3	-2.2452	The congregation listens to a sermon delivered by a pastors	Item 130	Synt
s8	P3	-1.2789	The rice was spiced with a pinch of that sapphire	Item 70	SemCrit
s8	P3	0.29661	The doomsday preacher urged repentance and warned of an apocalypse	Item 148	Control
s8	P3	9.0018	His personality was dramatically altered after acquiring this brain lesion	Item 142	Control
s8	P3	-5.9853	The retiree found he soon tired of all this leisures	Item 141	Synt
s8	P3	5.9127	Clownfish have evolved invulnerability to the poison tentacles of ornaments	Item 7	Sem
s8	P3	5.6491	The ring held small diamonds set around this blue sapphire	Item 69	Control
s8	P3	1.0471	To protect herself from the sun, she carried a parasol	Item 156	Control
s8	P3	-3.9611	The Caribbean cruise package includes this kayaking and snorkeling excursion	Item 41	Control
s8	P3	-2.8861	The printer needed more paper and a new ink cartridge	Item 110	Control
s8	P3	-8.7563	An intense tension headache can be mistaken for a migraines	Item 21	Synt
s8	P3	7.4121	He denounced the novel's film adaptation as a complete diploma	Item 68	Sem
s8	P3	5.4636	The cause of death must be determined by a dynasty	Item 25	Sem
s8	P3	5.2565	The storyteller could turn any incident into an amusing anecdotes	Item 5	Synt
s8	P3	9.0146	Senator McCarthy accused the screenwriter of being a Communist fallacy	Item 65	Sem
s8	P3	5.7531	She scolded the child for running backwards up an escalator	Item 154	Control
s8	P3	3.3664	Up on the tree branch perched a bright red cardinals	Item 11	Synt
s8	P3	3.1901	The vicious cyclone tragically caused many deaths and much aluminum	Item 36	Sem
s8	P3	-0.80549	The flute player nervously prepared an excerpt for an addition	Item 100	SemCrit
s9	P3	6.3602	His office is down at the end of this corridor	Item 26	Control
s9	P3	6.4718	The reagents reacted faster in the presence of a callus	Item 13	SemCrit
s9	P3	23.242	A soldier fighting for the highest bidder is a mercenary	Item 131	Control
s9	P3	4.5231	Senator McCarthy accused the screenwriter of being a Communist sympathizers	Item 65	Synt
s9	P3	-5.1111	The college sent out a newsletter to all its alumnus	Item 107	Synt
s9	P3	-8.8447	Her grandmother's pennies inspired her to start a coin parasol	Item 19	Sem
s9	P3	-2.8523	The flute player nervously prepared an excerpt for a corridor	Item 100	Sem
s9	P3	-11.634	The whining alarm shut off, finally silencing this annoying destruction	Item 35	SemCrit
s9	P3	26.879	Pikemen can be an effective defense against a charging cavity	Item 15	SemCrit
s9	P3	6.4119	Agriculture in this desert would be impossible without this irrigations	Item 78	Synt
s9	P3	-5.7754	It's alive! he cackled as he animated this monster bounty	Item 58	Sem
s9	P3	11.37	The powerful cheetah sprinted in pursuit of a baby gazelle	Item 74	Control
s9	P3	-3.8068	Rupert Murdoch is the owner of a vast media empires	Item 39	Synt
s9	P3	3.8873	The storyteller could turn any incident into an amusing anecdote	Item 5	Control
s9	P3	0.58256	Yuan emperors were Mongolian because Kublai Khan founded this inebriation	Item 145	Sem
s9	P3	-1.1258	Two common semi-aquatic rodents are a beaver and a collection	Item 150	Sem
s9	P3	16.61	A new gravitational theory was proposed by an eminent physicists	Item 32	Synt
s9	P3	11.568	The student went to medical school to become a physician	Item 31	Control
s9	P3	13.841	She didn't answer the phone, so I left a massage	Item 137	SemCrit
s9	P3	-17.271	Like the IRS and FBI, CIA is another three-letter mobility	Item 95	Sem
s9	P3	4.8463	He soon backed away, sensing he had crossed a boundary	Item 119	Control
s9	P3	-0.35394	The afternoon showing cost less because it was a matinees	Item 60	Synt
s9	P3	-10.877	Despite technological advances, wars cannot be won without an infantry	Item 54	Control
s9	P3	23.353	His personality was dramatically altered after acquiring this brain leisure	Item 142	SemCrit
s9	P3	-17.773	Statisticians emphasize that causation is not implied by a hypotenuse	Item 27	Sem
s9	P3	1.6496	The sermon denounced pride and extolled the virtue of alumni	Item 48	Sem
s9	P3	21.272	Disgusted, she pulled away from his touch with a shutter	Item 37	SemCrit
s9	P3	1.4296	The artist achieved eternal fame despite not seeking this immortalities	Item 52	Synt
s9	P3	13.239	Medics cleaned and bandaged the wound to prevent an infection	Item 56	Control
s9	P3	0.75478	One window on the dilapidated house was missing a migrant	Item 38	Sem
s9	P3	6.724	Cats were the only company for this lonely old splinter	Item 88	SemCrit
s9	P3	8.9038	That white dog with little black spots is a dalmations	Item 133	Synt
s9	P3	-0.64662	He had a short attention span and needed constant stimulation	Item 90	Control
s9	P3	-15.865	The castle wall was adorned with a beautiful woven tapestries	Item 67	Synt
s9	P3	-6.7105	The contraction for ""it is"" needs to include an apostrophe	Item 147	Control
s9	P3	6.5147	The slogan ""change"" was a focus of that presidential campaigns	Item 122	Synt
s9	P3	19.711	My back was so tense I really needed a massage	Item 138	Control
s9	P3	14.406	Handling the rough wooden plank gave the woman a nobility	Item 87	Sem
s9	P3	14.613	Edith Piaf's extraordinary singing career was begun in a carburetor	Item 104	SemCrit
s9	P3	-14.177	The circus featured an acrobat, a clown, and a cavity	Item 83	Sem
s9	P3	-12.171	Incensed at the captain, the crew staged a full-scale mutinies	Item 92	Synt
s9	P3	-0.74055	Considering my previous experiences, I had a rather low expectation	Item 157	Control
s9	P3	8.3992	Claiming two wrongs make a right is a common fallacies	Item 159	Synt
s9	P3	13.51	The study of sounds in language is known as phrenology	Item 43	SemCrit
s9	P3	7.0447	I blacked out and was confused when I regained duration	Item 125	Sem
s9	P3	9.7253	Candidates must be citizens, but that is the only stipulations	Item 89	Synt
s9	P3	13.15	A syllogism is a common form of a deductive inferno	Item 123	SemCrit
s9	P3	0.2429	That grenade explodes stronger than a stick of this dynamites	Item 146	Synt
s9	P3	-4	The casket was carried to the cemetery in a hearse	Item 45	Control
s9	P3	6.1647	The preacher believed drunkenness was the cause of much immoralities	Item 51	Synt
s9	P3	-10.503	Political corruption and economic hardship fueled a growing anti-government dalmatian	Item 10	Sem
s9	P3	24.46	The zoo had two giraffes, an elephant, and a carburetor	Item 23	Sem
s9	P3	16.242	Champagne was once reserved exclusively for the royalty and nobility	Item 80	Control
s9	P3	7.2336	The museum pass provides five dollars off of each carnival	Item 101	Sem
s9	P3	-6.6354	The devout Christian girl travelled to India as a mercenary	Item 132	SemCrit
s9	P3	6.6188	Mediators prevented the dispute from escalating into a violent altercation	Item 4	Control
s9	P3	4.8093	A lolcat is cat photograph with a humorous ungrammatical captain	Item 97	SemCrit
s9	P3	8.5786	Harvesting crops is often the job of a seasonal massage	Item 22	Sem
s9	P3	-2.9883	The crowded urban neighborhood had a very high population destiny	Item 135	SemCrit
s9	P3	-0.79393	The doomsday preacher urged repentance and warned of an apostrophe	Item 148	SemCrit
s9	P3	4.204	Someone who has fought in a war is a veterans	Item 1	Synt
s9	P3	-3.5266	Marie Curie died of exposure to radiation from this veterinarian	Item 111	Sem
s9	P3	3.6491	The vintage wedding dress was big and required an altercation	Item 3	SemCrit
s9	P3	1.4088	The bleach is too concentrated and requires a one-in-five dilution	Item 34	Control
s9	P3	2.5621	He loves me? she wondered, plucking off a daisy petals	Item 152	Synt
s9	P3	0.28471	The congregation listens to a sermon delivered by a pastor	Item 130	Control
s9	P3	-5.7952	The rice was spiced with a pinch of that message	Item 70	Sem
s9	P3	-12.846	The pseudoscience of inferring personality from skull measurements is phrenology	Item 44	Control
s9	P3	16.465	The poor stayed poor because of this limited upward nobility	Item 79	SemCrit
s9	P3	1.4603	The napalm turned the luscious forest into a fiery attitude	Item 124	Sem
s9	P3	-10.919	He denounced the novel's film adaptation as a complete travesties	Item 68	Synt
s9	P3	2.9105	The printer needed more paper and a new ink carriage	Item 110	SemCrit
s9	P3	-1.495	The goddess refused to be bested by a mere mortal	Item 94	Control
s9	P3	14.145	Each winter evening, the family gathers around a warm hearths	Item 46	Synt
s9	P3	7.6937	To make the car accelerate, press down on this pedal	Item 151	Control
s9	P3	11.762	The child made a caterpillar from an old egg cartons	Item 86	Synt
s9	P3	0.41353	The vicious cyclone tragically caused many deaths and much destructions	Item 36	Synt
s9	P3	-0.97795	The herd of cows was out grazing in a pasture	Item 129	Control
s9	P3	-18.332	He idolized her, and her self-esteem benefited from this adorations	Item 144	Synt
s9	P3	-5.2485	The dentist congratulated me on not having a single cavalry	Item 16	SemCrit
s9	P3	-5.7784	The lecherous satyr chased after a beautiful lithe wood nymph	Item 81	Control
s9	P3	4.2862	The low intensity workout compensated by having a long adoration	Item 143	SemCrit
s9	P3	12.966	Don't call it a prison; call it a correctional mortal	Item 160	Sem
s9	P3	0.15096	The upscale apartment was complete with all these modern lymph	Item 8	Sem
s9	P3	-7.6075	Capture or kill the wanted criminal to collect an expedition	Item 120	Sem
s9	P3	16.195	The three kings bore gifts of gold, myrrh, and Frankenstein	Item 57	SemCrit
s9	P3	15.611	Romeo longingly admired Juliet as she stood on this balcony	Item 118	Control
s9	P3	-4.2708	The cheapest lunchmeat at this grocery store is this balcony	Item 117	SemCrit
s9	P3	6.4162	She scolded the child for running backwards up an escalation	Item 154	SemCrit
s9	P3	-3.0392	Never stay out past midnight, was his mother's strict admission	Item 102	SemCrit
s9	P3	8.5314	I control my fate; I don't have a predetermined embargo	Item 136	Sem
s9	P3	4.4946	The sailors feared the harsh discipline of this ship phrenology	Item 98	Sem
s9	P3	15.477	The soldier rammed gunpowder down the barrel of a musket	Item 149	Control
s9	P3	3.8263	The child wore a glittery crown with a pink captain	Item 24	Sem
s9	P3	2.6565	He had sprinted and was still sweating from this exertions	Item 42	Synt
s9	P3	16.304	The hostess greeted her guests with a light social escalator	Item 64	Sem
s9	P3	4.856	Feudal lords lived off the labor of an oppressed peasantries	Item 63	Synt
s9	P3	-8.5765	The Big Dipper may perhaps be the most famous constellation	Item 128	Control
s9	P3	-17.521	There is a beanbag toss game booth at this destruction	Item 12	Sem
s9	P3	10.152	The thesaurus shows that a synonym for drunkenness is inebriation	Item 96	Control
s9	P3	3.9165	The ambassador who negotiated the deal was a skilled diplomats	Item 140	Synt
s9	P3	-2.8164	Once Faust signed, he was doomed to this eternal damnations	Item 134	Synt
s9	P3	1.4144	The Caribbean cruise package includes this kayaking and snorkeling exertion	Item 41	SemCrit
s9	P3	11.294	The computer could read text aloud using a speech synthesizer	Item 66	Control
s9	P3	10.686	The princess arrived at the ball in a horse-drawn cartridge	Item 109	SemCrit
s9	P3	0.29421	The moth attracted a mate by releasing a potent pharaoh	Item 29	SemCrit
s9	P3	2.9324	No light escapes the black hole once within this radii	Item 112	Synt
s9	P3	-7.8894	Some controversial stem cell research requires a fertilized human migraine	Item 76	Sem
s9	P3	-0.36023	The teacher interrupted his sentence to make a grammatical correction	Item 20	Control
s9	P3	4.9411	Intestinal problems may indicate a tapeworm, a type of parasites	Item 155	Synt
s9	P3	-2.1757	The Christmas tree was decorated with many shining glass infantry	Item 114	Sem
s9	P3	-0.28017	The president of the college handed each graduate an infection	Item 139	Sem
s9	P3	-13.271	The student had his editorial published in a local gazettes	Item 73	Synt
s9	P3	8.9618	This docile herbivorous aquatic mammal is known as a matinee	Item 59	SemCrit
s9	P3	-10.652	The retiree found he soon tired of all this leisure	Item 141	Control
s9	P3	-2.6877	The coach scolded the player for having a bad attitude	Item 106	Control
s9	P3	3.5299	Blackmail is just one of many weapons in this arsenal	Item 115	Control
s9	P3	-6.1454	The sudden change in protocol had caused all this constellation	Item 127	SemCrit
s9	P3	-9.6875	The king knelt to be crowned at an official parasite	Item 28	Sem
s9	P3	2.5324	The flooded river fertilized the fields with a rich juggler	Item 9	Sem
s9	P3	5.0566	You cannot buy Cuban cigars because there is an embargo	Item 75	Control
s9	P3	1.9778	Old car engines mixed fuel and air in a carburetors	Item 103	Synt
s1	Pz	3.5906	Feudal lords lived off the labor of an oppressed peasantries	Item 63	Synt
s1	Pz	2.3558	The cheapest lunchmeat at this grocery store is this balcony	Item 117	SemCrit
s1	Pz	-0.027945	She scolded the child for running backwards up an escalation	Item 154	SemCrit
s1	Pz	-2.0564	The sailors feared the harsh discipline of this ship phrenology	Item 98	Sem
s1	Pz	2.545	Romeo longingly admired Juliet as she stood on this balcony	Item 118	Control
s1	Pz	3.2735	The Big Dipper may perhaps be the most famous constellation	Item 128	Control
s1	Pz	3.6484	Never stay out past midnight, was his mother's strict admission	Item 102	SemCrit
s1	Pz	11.775	The soldier rammed gunpowder down the barrel of a musket	Item 149	Control
s1	Pz	7.812	The child wore a glittery crown with a pink captain	Item 24	Sem
s1	Pz	-0.96399	Oh, yes, very impressive, she drawled with a sarcastic inflection	Item 55	Control
s1	Pz	-5.1053	The hostess greeted her guests with a light social escalator	Item 64	Sem
s1	Pz	8.062	I control my fate; I don't have a predetermined embargo	Item 136	Sem
s1	Pz	10.873	Use Pythagoras' theorem to find the length of a hypotenuses	Item 50	Synt
s1	Pz	3.8853	No light escapes the black hole once within this radii	Item 112	Synt
s1	Pz	-0.041893	The Christmas tree was decorated with many shining glass infantry	Item 114	Sem
s1	Pz	3.1759	The thesaurus shows that a synonym for drunkenness is inebriation	Item 96	Control
s1	Pz	-4.0784	There is a beanbag toss game booth at this destruction	Item 12	Sem
s1	Pz	1.3061	Intestinal problems may indicate a tapeworm, a type of parasites	Item 155	Synt
s1	Pz	2.3704	Once Faust signed, he was doomed to this eternal damnations	Item 134	Synt
s1	Pz	-10.933	Some controversial stem cell research requires a fertilized human migraine	Item 76	Sem
s1	Pz	9.4235	The ambassador who negotiated the deal was a skilled diplomats	Item 140	Synt
