TargetWords	Condition	ContextCode	N400	Subject	PlausibilityJudgement	Electrode	Cloze	FullText	ON	ZipfFrequency
project	Unrel	001	-2.74	TP32	1.75	C4	0	Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major project	1	5.22
project	Unrel	001	-3.36	TP03	1.75	C4	0	Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major project	1	5.22
project	Unrel	001	-19.12	TP26	1.75	Pz	0	Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major project	1	5.22
project	Unrel	001	3.33	TP07	1.75	CP4	0	Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major project	1	5.22
project	Unrel	001	-15.82	TP26	1.75	C4	0	Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major project	1	5.22
project	Unrel	001	3.26	TP39	1.75	P4	0	Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major project	1	5.22
project	Unrel	001	-6.61	TP32	1.75	P3	0	Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major project	1	5.22
project	Unrel	001	-3.51	TP03	1.75	Cz	0	Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major project	1	5.22
project	Unrel	001	-2.94	TP03	1.75	Pz	0	Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major project	1	5.22
project	Unrel	001	2.56	TP07	1.75	CP3	0	Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major project	1	5.22
project	Unrel	001	2.77	TP39	1.75	C3	0	Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major project	1	5.22
project	Unrel	001	0.02	TP39	1.75	P3	0	Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major project	1	5.22
project	Unrel	001	-0.26	TP39	1.75	Pz	0	Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major project	1	5.22
project	Unrel	001	3.66	TP39	1.75	CP4	0	Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major project	1	5.22
project	Unrel	001	1.77	TP07	1.75	P3	0	Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major project	1	5.22
project	Unrel	001	-2.96	TP03	1.75	CPz	0	Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major project	1	5.22
project	Unrel	001	-4.1	TP32	1.75	CP3	0	Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major project	1	5.22
project	Unrel	001	-15.58	TP26	1.75	CP4	0	Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major project	1	5.22
project	Unrel	001	-4.2	TP32	1.75	P4	0	Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major project	1	5.22
project	Unrel	001	4.05	TP39	1.75	CPz	0	Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major project	1	5.22
project	Unrel	001	2.37	TP39	1.75	C4	0	Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major project	1	5.22
project	Unrel	001	-4.99	TP03	1.75	P4	0	Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major project	1	5.22
project	Unrel	001	3.87	TP07	1.75	Cz	0	Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major project	1	5.22
project	Unrel	001	-4.37	TP32	1.75	CP4	0	Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major project	1	5.22
project	Unrel	001	-3.65	TP03	1.75	CP4	0	Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major project	1	5.22
project	Unrel	001	-23	TP26	1.75	CPz	0	Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major project	1	5.22
project	Unrel	001	1.86	TP07	1.75	C4	0	Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major project	1	5.22
project	Unrel	001	1.01	TP32	1.75	Cz	0	Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major project	1	5.22
project	Unrel	001	-0.66	TP32	1.75	C3	0	Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major project	1	5.22
project	Unrel	001	5.77	TP07	1.75	P4	0	Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major project	1	5.22
project	Unrel	001	5.6	TP07	1.75	CPz	0	Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major project	1	5.22
project	Unrel	001	5.01	TP39	1.75	Cz	0	Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major project	1	5.22
project	Unrel	001	-6.06	TP32	1.75	Pz	0	Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major project	1	5.22
project	Unrel	001	-27.58	TP26	1.75	Cz	0	Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major project	1	5.22
project	Unrel	001	5.49	TP07	1.75	Pz	0	Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major project	1	5.22
project	Unrel	001	-20.32	TP26	1.75	C3	0	Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major project	1	5.22
project	Unrel	001	-20.66	TP26	1.75	CP3	0	Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major project	1	5.22
project	Unrel	001	-15.67	TP26	1.75	P4	0	Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major project	1	5.22
project	Unrel	001	-2	TP32	1.75	CPz	0	Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major project	1	5.22
project	Unrel	001	0.09	TP07	1.75	C3	0	Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major project	1	5.22
project	Unrel	001	-22.08	TP26	1.75	P3	0	Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major project	1	5.22
jacket	Unrel	008	-1.65	CP13	1.5	CP4	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	-3.15	CP13	1.5	Cz	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	-7.41	CP13	1.5	CP3	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	-1.51	CP23	1.5	CP4	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	4.02	CP17	1.5	CP4	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	13.47	CP25	1.5	Pz	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	0.64	CP20	1.5	C4	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	16.24	CP25	1.5	P4	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	-2.49	CP23	1.5	Cz	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	6.93	CP05	1.5	Pz	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	0.43	CP23	1.5	CPz	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	8.87	CP20	1.5	Pz	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	3.84	CP05	1.5	C3	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	15.79	CP25	1.5	CP4	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	4.17	CP23	1.5	Pz	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	5.9	CP20	1.5	CP3	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	11.22	CP25	1.5	Cz	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	0.19	CP17	1.5	Pz	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	-1.45	CP20	1.5	C3	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	0	CP17	1.5	CP3	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	2.07	CP23	1.5	P3	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	0.93	CP20	1.5	Cz	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	3.25	CP05	1.5	P4	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	6.76	CP05	1.5	Cz	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	3	CP13	1.5	P4	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	1.29	CP17	1.5	P3	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	0.6	CP17	1.5	Cz	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	12.78	CP25	1.5	CPz	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	4.19	CP17	1.5	P4	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	-3.22	CP23	1.5	C4	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	4.71	CP20	1.5	P4	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	-0.5	CP17	1.5	C3	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	2.69	CP13	1.5	Pz	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	8.46	CP05	1.5	CPz	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	-3.99	CP23	1.5	CP3	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	2.19	CP20	1.5	CP4	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	-0.13	CP17	1.5	CPz	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	2.54	CP05	1.5	C4	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	5.83	CP05	1.5	CP3	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	9.8	CP25	1.5	C3	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	1.81	CP05	1.5	CP4	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	3.43	CP23	1.5	P4	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	6.54	CP05	1.5	P3	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	-3.07	CP13	1.5	C4	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	-4.09	CP23	1.5	C3	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	4.45	CP20	1.5	CPz	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	-3.43	CP13	1.5	P3	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	12.06	CP25	1.5	P3	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	0.19	CP17	1.5	C4	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	7.73	CP20	1.5	P3	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	0.84	CP13	1.5	CPz	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	13.33	CP25	1.5	C4	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	-9.7	CP13	1.5	C3	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	10.92	CP25	1.5	CP3	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	12.62	TP39	1.5	Cz	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	-0.43	TP04	1.5	P3	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	10.57	TP39	1.5	C4	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	-3.24	TP04	1.5	C4	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	-8.62	TP25	1.5	CP4	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	-6.3	TP07	1.5	CP3	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	-6.33	TP07	1.5	CP4	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	-8.48	TP25	1.5	CPz	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	-10.27	TP25	1.5	CP3	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	-9.93	TP07	1.5	Cz	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	-5.09	TP07	1.5	P3	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	-8.22	TP25	1.5	Pz	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	-2.68	TP04	1.5	CPz	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	-4.12	TP04	1.5	CP4	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	-2.17	TP04	1.5	C3	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	15.44	TP39	1.5	P4	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	-9.6	TP07	1.5	Pz	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	-1.83	TP04	1.5	Cz	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	-7.12	TP25	1.5	Cz	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	16.15	TP39	1.5	CPz	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	-7.51	TP25	1.5	C3	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	12.06	TP39	1.5	C3	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	14.79	TP39	1.5	P3	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	12.68	TP39	1.5	CP4	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	-4.31	TP04	1.5	P4	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	-2.32	TP04	1.5	CP3	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	-3.33	TP04	1.5	Pz	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	-9.1	TP07	1.5	CPz	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	-8.03	TP25	1.5	P4	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	-9.32	TP25	1.5	P3	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	-7.29	TP07	1.5	P4	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	18.92	TP39	1.5	Pz	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	-5.47	TP07	1.5	C3	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	-8.43	TP07	1.5	C4	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	-7.72	TP25	1.5	C4	0.03125	The cigar burned a hole in the jacket	2	4.32
jacket	Unrel	008	15.1	TP39	1.5	CP3	0.03125	The cigar burned a hole in the jacket	2	4.32
role	Unrel	011	5.61	CP16	1.44	Cz	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	-8.85	CP19	1.44	P3	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	10.41	CP28	1.44	CPz	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	10.54	CP28	1.44	Pz	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	2.29	CP16	1.44	P3	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	-7.25	CP19	1.44	P4	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	-11.68	CP19	1.44	CP3	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	-4.87	CP19	1.44	CP4	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	-9.48	CP19	1.44	CPz	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	8.24	CP28	1.44	CP4	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	7.78	CP16	1.44	Pz	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	8.97	CP28	1.44	P4	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	6.1	CP28	1.44	C4	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	6.81	CP28	1.44	P3	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	-5.38	CP19	1.44	Cz	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	8.62	CP28	1.44	CP3	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	4.04	CP16	1.44	CP4	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	-10.19	CP19	1.44	C3	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	7.38	CP28	1.44	Cz	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	0.19	CP16	1.44	CP3	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	-2.68	CP19	1.44	C4	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	4.84	CP16	1.44	P4	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	5.86	CP16	1.44	C4	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	6.94	CP16	1.44	CPz	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	-9.81	CP19	1.44	Pz	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	4.95	CP16	1.44	C3	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	5.93	CP28	1.44	C3	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	9.27	TP02	1.44	P3	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	-9.98	TP06	1.44	Cz	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	-4.14	TP06	1.44	CP3	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	-4.58	TP06	1.44	C3	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	2.14	TP26	1.44	C4	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	0.59	TP26	1.44	P3	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	6.55	TP02	1.44	CPz	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	-6.59	TP06	1.44	P4	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	-0.49	TP02	1.44	C4	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	1.91	TP26	1.44	CP3	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	0.54	TP02	1.44	P4	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	3.16	TP02	1.44	C3	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	4.48	TP02	1.44	CP3	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	-6.87	TP06	1.44	Pz	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	-3.22	TP06	1.44	P3	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	-8.32	TP06	1.44	CP4	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	0.49	TP26	1.44	C3	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	-7.77	TP06	1.44	C4	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	2.8	TP26	1.44	Pz	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	3.65	TP26	1.44	CPz	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	2.24	TP26	1.44	P4	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	2.65	TP26	1.44	CP4	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	4.26	TP26	1.44	Cz	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	1.51	TP02	1.44	CP4	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	9.48	TP02	1.44	Pz	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	-7.77	TP06	1.44	CPz	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
role	Unrel	011	3.86	TP02	1.44	Cz	0	His first film was a failure, but he learned some techniques in that first role	18	5.16
ideas	Unrel	017	11.82	CP01	1.09	P3	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	7.25	CP01	1.09	C4	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	21.78	CP07	1.09	C3	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	3.43	CP15	1.09	Pz	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	14.43	CP01	1.09	Cz	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	9.2	CP01	1.09	CP4	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	10.43	CP15	1.09	C4	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	5.3	CP12	1.09	Pz	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	7.3	CP15	1.09	P3	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	-1.96	CP09	1.09	C4	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	-0.95	CP12	1.09	C4	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	25.22	CP07	1.09	Cz	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	14.91	CP07	1.09	P3	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	19.28	CP07	1.09	CP4	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	5.94	CP15	1.09	CP4	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	19.28	CP07	1.09	CPz	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	2.38	CP12	1.09	Cz	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	-1.32	CP09	1.09	P4	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	6.9	CP15	1.09	CP3	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	-1.77	CP09	1.09	C3	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	-2.31	CP09	1.09	CP3	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	1.2	CP12	1.09	C3	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	4.96	CP12	1.09	P3	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	13.97	CP01	1.09	CPz	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	0.51	CP12	1.09	CP4	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	12.12	CP01	1.09	CP3	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	6.85	CP15	1.09	Cz	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	12.52	CP01	1.09	C3	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	-2.77	CP09	1.09	Cz	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	-1.03	CP09	1.09	CP4	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	-0.98	CP09	1.09	CPz	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	5.79	CP15	1.09	CPz	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	10.27	CP01	1.09	P4	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	1.6	CP12	1.09	CP3	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	25.3	CP07	1.09	C4	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	13.39	CP07	1.09	Pz	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	-1.9	CP09	1.09	P3	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	-0.74	CP09	1.09	Pz	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	9.21	CP15	1.09	C3	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	17.13	CP07	1.09	CP3	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	3.07	CP12	1.09	P4	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	1.52	CP12	1.09	CPz	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	1.11	CP15	1.09	P4	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	12.43	CP07	1.09	P4	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	11.96	CP01	1.09	Pz	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	6.72	TP09	1.09	C4	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	9.81	TP09	1.09	P4	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	10.55	TP09	1.09	C3	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	-13.82	TP01	1.09	C3	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	-19.39	TP01	1.09	CPz	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	15.43	TP09	1.09	CPz	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	-15.35	TP01	1.09	CP3	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	1.85	TP24	1.09	Cz	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	14.02	TP09	1.09	Cz	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	-11.82	TP01	1.09	P4	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	-22.89	TP01	1.09	Cz	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	8.83	TP09	1.09	CP4	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	-12.09	TP01	1.09	P3	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	16.62	TP09	1.09	Pz	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	4.26	TP24	1.09	CP3	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	-1.67	TP30	1.09	CP3	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
ideas	Unrel	017	3.53	TP24	1.09	P3	0.15625	He was hired for the job because of his fresh new ideas	1	4.84
