FullText	TargetWords	pos_start	Subject	Item	logfreq	concr	old20	dataset	cloze_p	n400	bline
In caring for hospitalized patients, a doctor often needs the help of a drug	drug	13	bcr12	282	7.7437032581737535	4.48	1.65	Szewczyk & Federmeier (2022)	0	-0.7884867820540059	6.074960306236899
When she got there she found that most of the people were white	white	12	bcr12	257	9.076237387452702	3.89	1.4	Szewczyk & Federmeier (2022)	0.0300207039337474	-17.826028813079123	-18.943233908157737
She finished the second load of laundry and started to scream	scream	10	bcr12	63	7.206377291472252	4.32	1.8	Szewczyk & Federmeier (2022)	0	-4.884315493750051	7.566685916487812
The schools closed down because the teachers decided to go on praying	praying	11	bcr12	219	6.255750041753367	3.52	1.55	Szewczyk & Federmeier (2022)	0	15.806947921423136	-2.6641392064861185
You can't open the door with the wrong key	key	8	bcr12	291	8.39638057119949	4.89	1.2	Szewczyk & Federmeier (2022)	0.941941941941942	17.2016887633872	-2.3114609746429107
Tim threw a rock and broke the window	window	7	bcr12	37	8.386400901166214	4.86	1.95	Szewczyk & Federmeier (2022)	0.911911911911912	-1.4434282162755314	-0.4984937343308917
He bought her a pearl necklace for her collection	collection	8	bcr12	112	6.831953565565855	4.04	2.45	Szewczyk & Federmeier (2022)	0	-6.593290484410794	-13.068176694871266
John swept the floor with a broom	broom	6	bcr12	273	5.497168225293202	4.89	1.6	Szewczyk & Federmeier (2022)	0.853	-5.760758992590422	-7.146866980716294
It was difficult to decide which bills to pay and which to forget	forget	12	bcr12	298	9.556126244582746	2.04	1.7	Szewczyk & Federmeier (2022)	0.0318681318681319	-8.021205929395252	-9.787654111493506
After dinner they washed the dog	dog	5	bcr12	136	9.193804403336085	4.85	1	Szewczyk & Federmeier (2022)	0.028971028971029	1.5350476162452336	12.248971550606369
No one at the reunion recognized Dan because he had grown a beard	beard	12	bcr12	31	6.467698726104354	4.96	1.65	Szewczyk & Federmeier (2022)	0.765531062124249	-2.939417488655041	-15.99948698081992
The final score of the game was tied	tied	7	bcr12	76	7.21890970761906	3.92	1.15	Szewczyk & Federmeier (2022)	0.564567769477054	7.417737197148028	5.860906108599815
She was quite surprised that Bill didn't keep his promise	promise	9	bcr12	65	8.963160242833732	2.09	1.8	Szewczyk & Federmeier (2022)	0.426501035196687	-4.735376273005176	-11.777974851374235
Keith read a story to his little girl but after only a short time she started to get scared	scared	18	bcr12	297	8.825265953515752	2.5	1.3	Szewczyk & Federmeier (2022)	0.0290872617853561	-9.917027736008803	-9.380331757087603
They rested under a tree in the shade	shade	7	bcr12	351	5.720311776607412	3.38	1.25	Szewczyk & Federmeier (2022)	0.455108359133127	-6.5752115967873035	-5.3138415979833225
Although John felt some remorse he decided to return the money	money	10	bcr12	250	10.39451854897394	4.54	1.6	Szewczyk & Federmeier (2022)	0.182952182952183	-1.7897599722839137	-3.0794673384554523
None of his books made any sense	sense	6	bcr12	122	8.813289762469037	2.61	1.6	Szewczyk & Federmeier (2022)	0.910585817060637	-9.871257766025956	0.5088659059246792
Joe went to the hardware store and bought a replacement window at twice the original thickness	thickness	15	bcr12	68	3.295836866004329	3.37	2.75	Szewczyk & Federmeier (2022)	0	-8.115711177961078	-10.891168660785622
Cindy taught her two-year old that the pictures are square and that the plates are round	round	15	bcr12	287	8.129764445794171	3.9	1.35	Szewczyk & Federmeier (2022)	0.765	9.242099458662382	-2.4900745043654653
All of her neighbors thought the old woman was a witch	witch	10	bcr12	36	7.252053951852814	4.17	1.1	Szewczyk & Federmeier (2022)	0.207035175879397	-11.616200897271153	-11.088301100640743
Phil put some drops in his eyes	eyes	6	bcr12	24	9.332558004700433	4.85	1.55	Szewczyk & Federmeier (2022)	0.824824824824825	5.837369949499505	22.00682360164108
His skin was red from spending the day at the farm	farm	10	bcr12	2	7.334981878871814	4.59	1.4	Szewczyk & Federmeier (2022)	0	-11.904343829641611	-11.222017399997789
Before going out on the open seas they always checked the speed	speed	11	bcr12	40	7.652070746116482	3.62	1.45	Szewczyk & Federmeier (2022)	0	-17.02904812577526	-4.113055911078002
Peter painted the walls of the bird exhibit light blue to resemble the sky	sky	13	bcr12	358	7.734558844354756	4.45	1.45	Szewczyk & Federmeier (2022)	0.759297520661157	-20.20663430152371	-6.236327458432571
The cigar stank and burned a hole in the couch	couch	9	bcr12	197	7.088408778675395	4.71	1.45	Szewczyk & Federmeier (2022)	0.235470941883768	-6.760686936755961	-18.19742852838735
He drove the nail into the wood	wood	6	bcr13	74	7.228388451573604	4.85	1.2	Szewczyk & Federmeier (2022)	0.34468085106383	2.882198332947718	16.198765382676903
She called her husband at his work	work	6	bcr13	133	10.613983371430686	3.48	1.35	Szewczyk & Federmeier (2022)	0.42814371257485	-0.6050671497100127	-5.756821473790413
He shouted at the top of his staircase	staircase	7	bcr13	330	4.499809670330265	4.66	3.55	Szewczyk & Federmeier (2022)	0	-7.720412684360548	-19.018100890144243
The approaching storm made the air very heavy	heavy	7	bcr13	18	7.788626065625032	3.37	1.9	Szewczyk & Federmeier (2022)	0	3.91177032181965	11.808829024484115
She decided to start a new life	life	6	bcr13	338	10.612261988981771	2.69	1.3	Szewczyk & Federmeier (2022)	0.243019648397104	2.824672263250341	0.333127481245105
Liz and Marie sat at the conference table and discussed the topic for the next lecture	lecture	15	bcr13	45	6.282266746896006	3.79	2.05	Szewczyk & Federmeier (2022)	0.0592369477911647	6.520823521083388	9.47734609922345
He put a clean sheet on the bed	bed	7	bcr13	306	9.163667963777751	5	1	Szewczyk & Federmeier (2022)	0.789473684210526	-5.110461226594633	-4.776568070255748
The queen waited patiently for the man to bow	bow	8	bcr13	101	6.942156705699469	4.61	1	Szewczyk & Federmeier (2022)	0.170318725099602	-1.050272582008309	0.6991718763457813
Nora couldn't take the message because she didn't have a pencil or a piece of paper	paper	15	bcr13	264	8.570165076182343	4.93	1.25	Szewczyk & Federmeier (2022)	1	4.50282972270299	6.029213307030524
They carelessly dumped the toxic waste into the ocean	ocean	8	bcr13	69	7.343426229147367	4.86	1.95	Szewczyk & Federmeier (2022)	0.304033092037229	-1.794877508859645	-9.7937547767535
Randy froze when he saw a shadow at the end of the hall	hall	12	bcr13	268	7.882314918980268	4.67	1	Szewczyk & Federmeier (2022)	0.501002004008016	4.20049912236654	0.9541257232487372
Before she arrived he opened a bottle of wine and put on some soft music	music	14	bcr13	201	8.953510763007166	4.31	2	Szewczyk & Federmeier (2022)	0.882882882882883	9.976796565551307	0.29211697388610547
He was soothed by the gentle touch	touch	6	bcr13	102	8.927314111060596	3.86	1.6	Szewczyk & Federmeier (2022)	0.22808764940239	0.02402034176191988	-5.862223565500148
They decided to declaw the cat so he wouldn't tear up the carpeting	carpeting	12	bcr13	100	3.4011973816621555	4.21	2.65	Szewczyk & Federmeier (2022)	0	3.372523117926485	15.937613098832808
It was drafty because of the cold air leaking in through the front door and all the side windows	windows	18	bcr13	115	7.0825485693553	4.86	2.45	Szewczyk & Federmeier (2022)	0.742257742257742	10.403403533650458	5.1463325575108465
There was a moth caught in the draft	draft	7	bcr13	295	5.918893854273146	3.15	1.55	Szewczyk & Federmeier (2022)	0	1.2056902931272817	-7.554834500993569
After the hurricane, the area around the window was filled with broken glass	glass	12	bcr13	3	8.038189179973203	4.82	1.75	Szewczyk & Federmeier (2022)	0.941941941941942	13.609775689235034	8.527055580174887
Kim was relieved to see that ample food had been made for the hungry	hungry	13	bcr13	135	8.276903481267057	2.9	2.45	Szewczyk & Federmeier (2022)	0	-6.283058883906063	-2.8177326436817713
Although Jan was usually careful she had forgotten to turn off the stove	stove	12	bcr13	367	5.961005339623274	4.96	1.5	Szewczyk & Federmeier (2022)	0.364293085655315	2.4871118230543785	-1.707701372228255
I was impressed by how much he knew	knew	7	bcr13	174	9.842569137566713	1.63	1.75	Szewczyk & Federmeier (2022)	0.361814345991561	5.742651561265558	3.78006077430018
The university wouldn't let him register until he paid the overdue fines on the borrowed rackets	rackets	15	bcr13	12	3.912023005428146	4.26	1.7	Szewczyk & Federmeier (2022)	0	7.281431161092301	10.41820397994136
Giraffes are known for their long necks and zebras for their speed	speed	11	bcr13	249	7.652070746116482	3.62	1.45	Szewczyk & Federmeier (2022)	0.029	-10.039280260850935	-9.046302506986605
They saw the lightning and heard the screams	screams	7	bcr13	244	6.760414691083428	4.32	1.85	Szewczyk & Federmeier (2022)	0	-9.656792034034694	-7.663577277483669
Simon thinks it's ok to listen to loud music even if the door to his bedroom is open	open	17	bcr13	321	9.701493759944652	3.21	1.65	Szewczyk & Federmeier (2022)	0.824	0.20102577579100409	0.17642649072208644
The airline had lost her luggage	luggage	5	bcr13	184	6.342121418721152	4.83	2.95	Szewczyk & Federmeier (2022)	0.453488372093023	2.2337867824251907	-0.1758487194397912
He was so busy and overwhelmed that he had forgotten to respond to the question	question	14	bcr13	1	9.22197245620589	3.36	2.8	Szewczyk & Federmeier (2022)	0.243271221532091	-5.95918345465213	0.7682382247788676
Whatever he did it was unusual for him to be erratic	erratic	10	bcr13	38	4.454347296253507	1.73	2.95	Szewczyk & Federmeier (2022)	0	-8.814480386154528	-1.9608125973991353
She was glad she had brought a good book with her since there was nothing to read at the place	place	19	bcr13	260	10.33322241961703	3.48	1.45	Szewczyk & Federmeier (2022)	0.0329545454545455	-18.37854209621266	-30.52459558821556
Our government was secretly supplying the rebels with arms and ships	ships	10	bcr13	42	6.910750787961936	4.87	1.4	Szewczyk & Federmeier (2022)	0	4.636437198356839	7.378303628652212
As usual, he didn't do well because he had not prepared his plan	plan	12	bcr13	121	8.913684824725294	3.4	1.2	Szewczyk & Federmeier (2022)	0	-9.21066475441004	9.208280793957696
On hot days, many people sun themselves on the roof	roof	9	bcr13	335	7.506042178518122	4.79	1.15	Szewczyk & Federmeier (2022)	0.0608875128998968	1.7036549292410117	-17.383994764733945
At first the woman refused, but eventually she changed her medication	medication	10	bcr13	360	6.481577129276431	4.53	2.25	Szewczyk & Federmeier (2022)	0	0.30132476410055803	-2.9599598097136175
Most shark attacks occur very close to shore	shore	7	bcr13	221	6.921658184151129	4.79	1	Szewczyk & Federmeier (2022)	0.82565130260521	-4.536475638698569	-3.733534702181712
Sharon dried the bowls with a towel	towel	6	bcr13	81	6.583409222158765	4.86	1.6	Szewczyk & Federmeier (2022)	0.849484536082474	10.144338915296258	1.6719059437853878
His ring fell into a hole in the couch	couch	8	bcr13	362	7.088408778675395	4.71	1.45	Szewczyk & Federmeier (2022)	0	8.015838001375068	2.1378307290051577
The construction worker had developed very powerful arms from unloading bags of cement from the dock	dock	15	bcr13	60	6.210600077024653	4.64	1.1	Szewczyk & Federmeier (2022)	0	-7.534895353375013	-12.039897546239946
There were a lot of old boxes stored in the attic	attic	10	bcr13	271	5.993961427306569	4.53	1.85	Szewczyk & Federmeier (2022)	0.353	2.427304899752373	-13.685349672472473
In his haste, the young man had forgotten to sign the clipboard	clipboard	11	bcr13	239	3.6635616461296463	4.93	3.4	Szewczyk & Federmeier (2022)	0	-1.5680501666605249	0.3369406974183393
No one wanted to make any decisions until after the game	game	10	bcr13	251	9.386560016578668	4.5	1	Szewczyk & Federmeier (2022)	0.148036253776435	-2.697603810323666	-4.084219473876294
The other driver was so angry he threatened him with a gun	gun	11	bcr13	183	9.294129897705869	4.83	1	Szewczyk & Federmeier (2022)	0.302966101694915	-8.853013288080033	-10.329908516410782
His seat was next to the fishtank	fishtank	6	bcr13	233	0	4.83	3.25	Szewczyk & Federmeier (2022)	0	-8.613373983244951	-10.070974458932794
He fell on the floor after tripping on the log	log	9	bcr13	363	6.415096959171596	4.96	1	Szewczyk & Federmeier (2022)	0.0309168443496802	-11.126048543770423	-6.55113974581762
He liked lemon and sugar in his tea	tea	7	bcr13	326	8.003363058629947	4.69	1	Szewczyk & Federmeier (2022)	0.794794794794795	-7.272940947120262	-12.144066467517993
Ken built his new house on a quiet farm	farm	8	bcr13	224	7.334981878871814	4.59	1.4	Szewczyk & Federmeier (2022)	0.0592964824120603	0.6503424685973914	14.746081995981871
George must keep his pet on a diet	diet	7	bcr13	107	6.665683717782408	3.21	1.35	Szewczyk & Federmeier (2022)	0.0289421157684631	-5.20435412749961	-12.460861145062031
Bob thought the best time to talk to the priest would probably be on Sunday in church	church	16	bcr13	159	8.175829008714597	4.9	2.25	Szewczyk & Federmeier (2022)	0.635593220338983	-7.021023439554858	-5.933114042594314
It was important to be on guard	guard	6	bcr13	25	7.99598047476376	4.04	1.8	Szewczyk & Federmeier (2022)	0	3.544055983119479	9.791241257081891
After realizing he forgot utensils for his salad, the doctor went back to get himself a fork	fork	16	bcr13	292	6.111467339502679	4.9	1.35	Szewczyk & Federmeier (2022)	1	1.4709975560586452	-4.635842758534794
The rules did not allow visitors to feed the children	children	9	bcr13	168	9.097283649683886	4.89	2.85	Szewczyk & Federmeier (2022)	0	1.2711084571957816	-10.003239113002662
He decided to travel in Iran even though he knew it could be expensive	expensive	13	bcr13	72	7.262628600974241	3.13	2.45	Szewczyk & Federmeier (2022)	0	6.577470825910377	1.0893612429626018
She took the baby out when he started to cry and had to miss the rest of the movie	movie	18	bcr13	263	8.743850562030243	4.59	1.85	Szewczyk & Federmeier (2022)	0.26579739217653	-3.058685219805174	-2.083894012617207
The last thing he expected was to have such a commotion	commotion	10	bcr13	324	4.672828834461906	2.71	2.95	Szewczyk & Federmeier (2022)	0.0330296127562642	-14.048566090785467	-3.9287473863960134
He had just enough time to buy a cake from the store and change his clothes before the guests arrived	arrived	19	bcr13	125	7.575584651557793	3.22	2.2	Szewczyk & Federmeier (2022)	0.913086913086913	3.4075110447623813	4.440891695540211
He crept into the room without a sound	sound	7	bcr13	215	8.897545598709327	3.7	1.6	Szewczyk & Federmeier (2022)	0.708124373119358	1.4454210252350552	-10.62650881076168
Most people spend December 25th with their presents	presents	7	bcr13	6	6.881411303642535	3.39	1.8	Szewczyk & Federmeier (2022)	0	-12.381398423700473	-24.959518353634135
Jim was saving boxes for a friend who was moving	moving	9	bcr13	310	8.716863386544805	3.82	1.75	Szewczyk & Federmeier (2022)	0.648946840521565	8.14000880537988	16.188285008557905
One thing the old man lacked was sarcasm	sarcasm	7	bcr13	132	4.990432586778736	1.63	2.95	Szewczyk & Federmeier (2022)	0	-8.242016028351507	-20.193875614708546
As soon as they reached the sand he stopped to take off his watch	watch	13	bcr13	137	9.731037115537436	4.61	1.55	Szewczyk & Federmeier (2022)	0	-0.6545966449957418	1.8384393122565412
He was cold most of the night and finally got up to get another blanket	blanket	14	bcr13	246	6.4967749901858625	5	1.9	Szewczyk & Federmeier (2022)	0.853853853853854	3.990294546998411	-3.1779906926324553
He grew corn to feed his chickens	chickens	6	bcr13	235	6.255750041753367	4.8	2.2	Szewczyk & Federmeier (2022)	0.323647294589178	-15.974480785002422	-13.763676556136836
It didn't get completed because he could not locate the right dictionary	dictionary	11	bcr13	270	5.25227342804663	4.62	3.5	Szewczyk & Federmeier (2022)	0	3.961110627473096	-7.288807437176186
Helen reached up to dust the dresser	dresser	6	bcr13	61	5.209486152841421	4.96	1.8	Szewczyk & Federmeier (2022)	0	-6.171036093087426	-2.591807820816424
The little puppy grew up to be a huge responsibility	responsibility	9	bcr13	319	7.499423290592229	1.4	4.75	Szewczyk & Federmeier (2022)	0	-6.471748269276114	2.9086184642194777
Paul painted the clown's suit blue and gave him a big red balloon	balloon	12	bcr13	237	6.093569770045136	4.92	2.1	Szewczyk & Federmeier (2022)	0	-11.910417036601674	-13.565000306408924
At the park next to the beach she saw a man with a dog	dog	13	bcr13	191	9.193804403336085	4.85	1	Szewczyk & Federmeier (2022)	0.325628140703518	10.823044737955524	9.037884417538145
The groom took the bride's hand and placed the ring on her finger	finger	12	bcr13	208	7.534228326274089	5	1.45	Szewczyk & Federmeier (2022)	0.970103092783505	-0.7358763401633484	-0.23509185348558703
The dispute was settled by a third trial	trial	7	bcr13	252	7.831617276352611	3.07	1.75	Szewczyk & Federmeier (2022)	0	8.207924910361148	-3.351910707516122
She wished she had brought something to mend	mend	7	bcr13	171	4.897839799950911	3.5	1	Szewczyk & Federmeier (2022)	0	-14.663546893935177	-6.548320078169535
They had been wandering in circles because nobody had a light	light	10	bcr13	322	9.039077442538964	4.21	1.2	Szewczyk & Federmeier (2022)	0.0290581162324649	-7.4859422236027084	-1.8694313998247831
I didn't like the show so I changed the cast	cast	9	bcr13	369	7.074116816197362	3.92	1	Szewczyk & Federmeier (2022)	0	-1.8452765092894068	-4.267535290283459
Within minutes of arriving at the office, the detective spilled his thermos full of coffee	coffee	14	bcr13	225	8.905444318789714	4.81	2	Szewczyk & Federmeier (2022)	0.912912912912913	8.395199381675548	18.715071954216672
The officials tried to evacuate everyone from the area before the race	race	11	bcr13	311	8.057694194815587	3.59	1	Szewczyk & Federmeier (2022)	0	-2.346494168306262	-0.4038438882248615
Cats love to be scratched behind the collar	collar	7	bcr13	227	6.285998094508865	4.64	1.75	Szewczyk & Federmeier (2022)	0	-20.73260190638913	-18.42488467334764
She was having a hard time because she didn't know the answer	answer	11	bcr13	104	9.103534367658373	2.89	2.35	Szewczyk & Federmeier (2022)	0.284860557768924	-5.046105014734913	-10.439803476650194
As a punishment, his parents immediately took away his toys	toys	9	bcr13	290	6.51471269087253	4.93	1.45	Szewczyk & Federmeier (2022)	0.0618336886993603	-13.057340772434046	0.5903899475190506
He positioned the violin under his chin	chin	6	bcr13	240	6.473890696352274	4.89	1	Szewczyk & Federmeier (2022)	0.765765765765766	-13.470050700796408	-3.648243128055694
The piano was out of tune	tune	5	bcr13	64	6.680854678790215	3.5	1.2	Szewczyk & Federmeier (2022)	0.781914893617021	3.530099483808951	-6.769525123890503
You could tell he had grown up in the South by his truck	truck	12	bcr13	48	8.220672170297252	4.84	1.6	Szewczyk & Federmeier (2022)	0	-3.8588304167494023	5.402344492817739
The prisoners were planning their escape	escape	5	bcr13	190	7.7226775164680035	3.34	1.85	Szewczyk & Federmeier (2022)	0.971	-2.2204188475033555	-3.062803035430131
Most kids think that adults are bitter	bitter	6	bcr13	261	6.343880434126331	2.93	1.15	Szewczyk & Federmeier (2022)	0	-3.5371426402181565	-3.0576311951742223
Our guests should be arriving soon	soon	5	bcr13	34	9.48349239264364	1.79	1	Szewczyk & Federmeier (2022)	0.818556701030928	7.0128246219328085	11.932453241374398
He was grouchy because he was having trouble with his clarinet	clarinet	10	bcr13	284	4.394449154672439	4.92	2.75	Szewczyk & Federmeier (2022)	0	2.547498491900256	-10.34629612038185
She cleaned the sink with a solvent	solvent	6	bcr13	228	3.367295829986474	3.7	2.3	Szewczyk & Federmeier (2022)	0.0290581162324649	-16.412229114227618	-9.715055496253278
Seth was uneasy because he had never liked to phone	phone	9	bcr13	156	9.529303064460995	4.86	1.55	Szewczyk & Federmeier (2022)	0	-7.307881734798518	-9.014249760853552
He was knocked off his surfboard by the first wave	wave	9	bcr13	354	6.98933526597456	4.55	1	Szewczyk & Federmeier (2022)	0.910216718266254	-1.3399718241913248	-7.790347382563714
Upon locating the suspect, the detective left quickly and called the police	police	11	bcr13	350	9.396404915048972	4.79	1.8	Szewczyk & Federmeier (2022)	0.638429752066116	0.902045895880078	-10.241295264174449
They went to see the famous actor	actor	6	bcr13	23	7.203405521083095	4.57	1.8	Szewczyk & Federmeier (2022)	0.125	11.952488407029849	1.0665882931872774
Each night he built a huge fire	fire	6	bcr13	28	9.3048320350689	4.68	1	Szewczyk & Federmeier (2022)	0.794794794794795	-6.032816423691158	-6.448542596958065
She left the tiny baby alone in the crib	crib	8	bcr13	309	5.75890177387728	4.86	1.6	Szewczyk & Federmeier (2022)	0.354062186559679	-11.213400903203343	-3.505010647906708
The bad boy was sent to his room	room	7	bcr13	368	10.017530268576788	4.79	1.1	Szewczyk & Federmeier (2022)	0.781914893617021	-7.481768122634095	-16.50222589272148
Mary went into her room to look at her clothes	clothes	9	bcr13	333	8.54849804124465	4.76	1.85	Szewczyk & Federmeier (2022)	0.122153209109731	-1.5430582931024848	-7.53025313877072
He always seemed to be interested in looking at the tattoos	tattoos	10	bcr13	293	5.241747015059643	4.71	2.6	Szewczyk & Federmeier (2022)	0	2.005289918339797	-0.9103814191043464
The little girl refused to go to sleep until he told her a secret	secret	13	bcr13	193	8.628018746505122	2.19	1.9	Szewczyk & Federmeier (2022)	0	-1.5193732230551442	-12.42835525353461
Bill jumped in the lake and made a big splash	splash	9	bcr13	66	5.375278407684165	4.19	1.85	Szewczyk & Federmeier (2022)	0.970103092783505	-8.636701859851032	-9.425546322698803
Be careful because the top of the stove is very hot	hot	10	bcr13	182	9.17812704961153	4.31	1	Szewczyk & Federmeier (2022)	0.969247083775186	-3.994742531308176	-2.4168990922512417
Shuffle the cards before you forget	forget	5	bcr13	254	9.556126244582746	2.04	1.7	Szewczyk & Federmeier (2022)	0	-4.373998839311285	6.33191061054738
They had to shampoo the new beige rug after the accident with the wine	wine	13	bcr13	143	8.0323601479245	4.79	1	Szewczyk & Federmeier (2022)	0.312749003984064	3.6024549969175577	-7.316451188432563
Since the water was unsafe they decided to drink scotch	scotch	9	bcr13	106	6.6240652277998935	4.55	1.9	Szewczyk & Federmeier (2022)	0	-13.521081396261772	-13.857189767169052
The Italian chef was known for his fabulous pasta	pasta	8	bcr13	289	5.37989735354046	4.86	1.5	Szewczyk & Federmeier (2022)	0.274043433298862	-2.026580444105569	-11.669904223466938
The ship disappeared into the thick fog	fog	6	bcr13	332	6.180016653652572	4.66	1	Szewczyk & Federmeier (2022)	0.909278350515464	4.511760909198805	-0.1651856914686596
Although she heard it ringing, Nancy was too busy cleaning the chimney to get the timer	timer	15	bcr13	51	5.768320995793772	4.69	1.3	Szewczyk & Federmeier (2022)	0	-7.347344838830031	-10.716762887451283
The hinges were rusted shut, so he had to pry it open with a flourish	flourish	14	bcr13	109	3.737669618283368	2.1	2.75	Szewczyk & Federmeier (2022)	0	-9.992666101373022	-19.507909112570136
Richard was afraid to walk near the edge of the cliff because he was afraid he would fall	fall	17	bcr13	266	8.706986763048892	4.04	1.1	Szewczyk & Federmeier (2022)	0.912912912912913	4.693497587327974	3.668154023534578
He scraped the cold food from his floor	floor	7	bcr13	111	8.543445562560303	4.8	1.8	Szewczyk & Federmeier (2022)	0	1.5995784062329994	1.2515671220840616
She couldn't find anything she wanted to do	do	7	bcr13	27	12.653690062897423	2.46	1	Szewczyk & Federmeier (2022)	0.294884653961886	4.023263336521188	-4.326328935990956
She was glad she had accompanied her friend because she was enjoying the party except for the smoke	smoke	17	bcr13	93	8.11312710422178	4.96	1.5	Szewczyk & Federmeier (2022)	0	10.307226115697151	5.934301273898496
No matter how hard she tried, she could not remember the name	name	11	bcr13	288	10.396230668751352	3.5	1.15	Szewczyk & Federmeier (2022)	0.236180904522613	-3.66955287827672	-1.4018437212560884
As a child he used to collect napkins	napkins	7	bcr13	20	4.882801922586371	4.93	2.7	Szewczyk & Federmeier (2022)	0	1.3584753594347916	-2.972034119141249
The luggage handler seemed to take great delight in tossing the boxes marked Ohio	Ohio	13	bcr13	32	6.09807428216624	4.9	1.95	Szewczyk & Federmeier (2022)	0	-8.340524033898824	-4.697998035658964
Most men cannot understand why women wear makeup	makeup	7	bcr13	181	6.673297967767654	4.45	2.5	Szewczyk & Federmeier (2022)	0.34375	-2.2457347270169694	-14.06380548937145
There were brightly colored pictures on every card	card	7	bcr13	180	8.379768515504566	4.9	1	Szewczyk & Federmeier (2022)	0	-3.0098870071154495	-5.555586577210654
Ida wanted to sing folk songs at the picnic, so she brought her partner	partner	13	bcr13	277	8.252446090246952	3.53	1.9	Szewczyk & Federmeier (2022)	0	0.00966982247919046	6.066281983988635
Smith enjoyed showing people his newly installed refrigerator	refrigerator	7	bcr13	203	6.059123195581797	5	4.15	Szewczyk & Federmeier (2022)	0	15.407145835901623	9.4096112268106
The county decided to tear down the gas station by the park	park	11	bcr13	87	8.210396255104774	4.74	1	Szewczyk & Federmeier (2022)	0.182194616977226	-2.5797731163654203	3.620126451890229
The surface of the water was nice and smooth	smooth	8	bcr13	341	6.838405200847344	3.81	1.8	Szewczyk & Federmeier (2022)	0.242518059855521	2.6827373746559986	-13.252319810884323
After two hours of hard work they decided to take a short break	break	12	bcr13	103	9.330431852234003	3.71	1.6	Szewczyk & Federmeier (2022)	0.771	12.659746503605156	-3.226809628713231
The jeweler was asked if he would examine the ring's huge crack	crack	11	bcr13	44	7.424165281042028	4.53	1.4	Szewczyk & Federmeier (2022)	0	-23.10739085331889	-19.100970248958394
Maria remembered to shut the front window and lock the back door	door	11	bcr13	170	9.608847999516849	4.81	1.35	Szewczyk & Federmeier (2022)	0.970164609053498	-3.0938374460915212	-0.03747371859413644
The sewer backed up and caused a flood	flood	7	bcr13	229	5.676753802268282	4.62	1.75	Szewczyk & Federmeier (2022)	0.412412412412412	12.890878052981964	5.327211027581919
She bought several colorful postcards to send to her family	family	9	bcr13	211	9.801897696774494	4.23	2	Szewczyk & Federmeier (2022)	0.294294294294294	-9.138337056069924	-3.236541285510808
Everyone was honking at the old man who was driving too slowly	slowly	11	bcr13	169	7.154615356913663	3.1	2.35	Szewczyk & Federmeier (2022)	0.911522633744856	-5.958711118246157	-8.881046038828233
Every winter you see the Hernandez house and its huge chimney with puffs of billowing snow	snow	15	bcr13	77	7.377758908227872	4.85	1.35	Szewczyk & Federmeier (2022)	0	4.115934677916076	0.08939217728723736
He really wanted to go, but decided to stay home to wait for the mail	mail	14	bcr13	139	7.539027055823995	4.69	1	Szewczyk & Federmeier (2022)	0.169811320754717	-4.811225819698223	-14.98600788785121
While the national anthem is played, everyone is expected to stand	stand	10	bcr13	361	9.35331454092729	4.16	1.7	Szewczyk & Federmeier (2022)	0.719148936170213	-6.8706343577779645	-14.660639305664574
Joy was too frightened to look	look	5	bcr13	57	11.506021688653432	2.96	1	Szewczyk & Federmeier (2022)	0.0290872617853561	1.6559043473366288	1.4442765426467288
The truck that Dave drove crashed into the patio	patio	8	bcr13	173	4.897839799950911	4.89	1.85	Szewczyk & Federmeier (2022)	0	-6.805834563756644	3.923588436550346
They waited a long time to see the show	show	8	bcr13	119	10.122904167442703	3.97	1	Szewczyk & Federmeier (2022)	0.204708290685773	6.925731540107454	3.4926435116115626
When Drew arrived unexpectedly at the restaurant, Laurie got him a chair from the adjacent table	table	15	bcr13	152	8.591929537530255	4.9	1.5	Szewczyk & Federmeier (2022)	0.684630738522954	10.2836454041203	14.75033681073037
Marsha wasn't worried about dinner because she knew the guests could remain eating appetizers for at least another story	story	18	bcr13	207	9.329100707697023	3.3	1.6	Szewczyk & Federmeier (2022)	0	-5.164440464380616	1.3112860841027938
It's hard to admit when one is scared	scared	7	bcr13	192	8.825265953515752	2.5	1.3	Szewczyk & Federmeier (2022)	0	-14.397373655050938	-3.7658767887342064
In the mysterious wooden box the girl found a ring	ring	9	bcr13	370	8.461891875631148	4.81	1	Szewczyk & Federmeier (2022)	0.212809917355372	-1.1352078585641885	-5.645099859956275
Josie found she could not bend the elbow of her broken doll	doll	11	bcr13	320	7.142036574706803	5	1	Szewczyk & Federmeier (2022)	0	0.1647800257676384	3.750884987075487
Rafael wants to preserve the national forest by guarding every tree	tree	10	bcr13	160	8.106514516255185	5	1.2	Szewczyk & Federmeier (2022)	0.851129363449692	-0.387754859851907	-9.046667731076148
Tricia had never seen a spider get tangled up in its own web	web	12	bcr13	220	6.154858094016418	4.37	1.3	Szewczyk & Federmeier (2022)	0.971	3.634377403207031	-12.47100423951894
The man could not believe that they were all staring	staring	9	bcr13	94	7.087573705557973	3.8	1.15	Szewczyk & Federmeier (2022)	0.0305263157894737	-2.8550352906397505	-5.956873425047927
A dog has a good sense of smell	smell	7	bcr13	54	8.352554369474591	3.7	1.45	Szewczyk & Federmeier (2022)	0.970970970970971	-10.579651238130833	-12.5010361814104
